observation,action
"[-0.47726330161094666, 0.22414493560791016, 0.0011747044045478106, -0.3336122930049896]","[1.0, 0.0]"
"[-0.47278040647506714, 0.029006287455558777, -0.00549754174426198, -0.04055916145443916]","[1.0, 0.0]"
"[-0.47220027446746826, -0.16603639721870422, -0.0063087246380746365, 0.2503841817378998]","[0.0, 1.0]"
"[-0.4755209982395172, 0.02917507104575634, -0.0013010412221774459, -0.04428195208311081]","[1.0, 0.0]"
"[-0.4749374985694885, -0.1659281998872757, -0.0021866802126169205, 0.2479902058839798]","[0.0, 1.0]"
"[-0.47825607657432556, 0.029224911704659462, 0.002773123560473323, -0.04538165032863617]","[0.0, 1.0]"
"[-0.4776715636253357, 0.22430698573589325, 0.001865490572527051, -0.33718833327293396]","[1.0, 0.0]"
"[-0.4731854200363159, 0.029158540070056915, -0.004878276493400335, -0.04391772672533989]","[1.0, 0.0]"
"[-0.4726022481918335, -0.16589312255382538, -0.005756631027907133, 0.24722208082675934]","[0.0, 1.0]"
"[-0.4759201109409332, 0.029310571029782295, -0.0008121893042698503, -0.04727105051279068]","[1.0, 0.0]"
"[-0.47533389925956726, -0.16579972207546234, -0.0017576103564351797, 0.24515551328659058]","[0.0, 1.0]"
"[-0.47864991426467896, 0.029347285628318787, 0.0031454998534172773, -0.04808128997683525]","[1.0, 0.0]"
"[-0.4780629575252533, -0.16581963002681732, 0.002183874137699604, 0.2455924153327942]","[0.0, 1.0]"
"[-0.48137935996055603, 0.029271064326167107, 0.007095722481608391, -0.04640087112784386]","[0.0, 1.0]"
"[-0.48079392313957214, 0.22429054975509644, 0.006167704705148935, -0.3368366062641144]","[1.0, 0.0]"
"[-0.47630810737609863, 0.029081374406814575, -0.0005690274992957711, -0.04221512749791145]","[1.0, 0.0]"
"[-0.47572648525238037, -0.16603241860866547, -0.0014133299700915813, 0.2502882182598114]","[0.0, 1.0]"
"[-0.47904714941978455, 0.029109694063663483, 0.003592434339225292, -0.04284017160534859]","[0.0, 1.0]"
"[-0.4784649610519409, 0.2241799533367157, 0.0027356308419257402, -0.33438748121261597]","[1.0, 0.0]"
"[-0.4739813506603241, 0.02901916764676571, -0.003952119033783674, -0.04084314405918121]","[1.0, 0.0]"
"[-0.4734009802341461, -0.1660458892583847, -0.0047689820639789104, 0.2505902349948883]","[0.0, 1.0]"
"[-0.4767218828201294, 0.029143840074539185, 0.00024282283266074955, -0.04359310120344162]","[1.0, 0.0]"
"[-0.47613900899887085, -0.16598159074783325, -0.0006290391902439296, 0.24916642904281616]","[0.0, 1.0]"
"[-0.47945863008499146, 0.029149336740374565, 0.0043542892672121525, -0.043714843690395355]","[0.0, 1.0]"
"[-0.47887566685676575, 0.22420857846736908, 0.0034799925051629543, -0.3350207805633545]","[1.0, 0.0]"
"[-0.47439149022102356, 0.029037274420261383, -0.003220423124730587, -0.04124247655272484]","[1.0, 0.0]"
"[-0.47381073236465454, -0.16603834927082062, -0.004045272711664438, 0.2504226267337799]","[0.0, 1.0]"
"[-0.47713151574134827, 0.0291411355137825, 0.0009631801513023674, -0.04353350028395653]","[1.0, 0.0]"
"[-0.4765486717224121, -0.16599461436271667, 9.251017036149278e-05, 0.24945315718650818]","[0.0, 1.0]"
"[-0.4798685610294342, 0.029126014560461044, 0.005081573501229286, -0.04320058226585388]","[0.0, 1.0]"
"[-0.4792860448360443, 0.22417473793029785, 0.004217561800032854, -0.33427590131759644]","[1.0, 0.0]"
"[-0.47480255365371704, 0.02899300865828991, -0.0024679561611264944, -0.04026596248149872]","[1.0, 0.0]"
"[-0.47422268986701965, -0.16609346866607666, -0.0032732754480093718, 0.2516372799873352]","[0.0, 1.0]"
"[-0.4775445759296417, 0.029075073078274727, 0.001759470091201365, -0.04207630455493927]","[0.0, 1.0]"
"[-0.476963073015213, 0.22417175769805908, 0.0009179440094158053, -0.3342035710811615]","[1.0, 0.0]"
"[-0.4724796414375305, 0.02903674729168415, -0.005766127724200487, -0.04123132303357124]","[1.0, 0.0]"
"[-0.4718988835811615, -0.1660020500421524, -0.006590754259377718, 0.2496267706155777]","[0.0, 1.0]"
"[-0.47521892189979553, 0.029213400557637215, -0.0015982186887413263, -0.045127708464860916]","[1.0, 0.0]"
"[-0.47463467717170715, -0.16588559746742249, -0.0025007729418575764, 0.24705053865909576]","[0.0, 1.0]"
"[-0.47795239090919495, 0.029271982610225677, 0.002440237905830145, -0.0464201420545578]","[1.0, 0.0]"
"[-0.47736695408821106, -0.16588488221168518, 0.001511835027486086, 0.24703170359134674]","[0.0, 1.0]"
"[-0.48068463802337646, 0.029215451329946518, 0.006452469155192375, -0.045173972845077515]","[0.0, 1.0]"
"[-0.4801003336906433, 0.22424428164958954, 0.005548989400267601, -0.33581411838531494]","[1.0, 0.0]"
"[-0.4756154417991638, 0.029043804854154587, -0.0011672928230836987, -0.04138651490211487]","[1.0, 0.0]"
"[-0.47503456473350525, -0.1660613864660263, -0.0019950231071561575, 0.2509278953075409]","[0.0, 1.0]"
"[-0.4783557951450348, 0.02908899635076523, 0.0030235345475375652, -0.04238363727927208]","[0.0, 1.0]"
"[-0.4777740240097046, 0.22416746616363525, 0.002175861969590187, -0.3341110944747925]","[1.0, 0.0]"
"[-0.47329065203666687, 0.02901460975408554, -0.004506359808146954, -0.040742792189121246]","[1.0, 0.0]"
"[-0.47271037101745605, -0.16604243218898773, -0.005321215372532606, 0.2505149245262146]","[0.0, 1.0]"
"[-0.47603121399879456, 0.029155099764466286, -0.0003109169192612171, -0.043841652572155]","[1.0, 0.0]"
"[-0.4754481315612793, -0.16596239805221558, -0.0011877499055117369, 0.24874316155910492]","[0.0, 1.0]"
"[-0.47876736521720886, 0.0291765034198761, 0.0037871133536100388, -0.04431416839361191]","[0.0, 1.0]"
"[-0.4781838357448578, 0.22424393892288208, 0.002900830004364252, -0.33579981327056885]","[1.0, 0.0]"
"[-0.4736989438533783, 0.029080830514431, -0.003815166652202606, -0.04220354184508324]","[1.0, 0.0]"
"[-0.4731173515319824, -0.16598621010780334, -0.004659237340092659, 0.24927322566509247]","[0.0, 1.0]"
"[-0.4764370620250702, 0.029201973229646683, 0.0003262269892729819, -0.044875677675008774]","[1.0, 0.0]"
"[-0.4758530259132385, -0.16592465341091156, -0.0005712865386158228, 0.24791015684604645]","[0.0, 1.0]"
"[-0.4791715145111084, 0.029205450788140297, 0.004386916756629944, -0.04495290666818619]","[0.0, 1.0]"
"[-0.47858741879463196, 0.2242642194032669, 0.0034878584556281567, -0.3362484872341156]","[1.0, 0.0]"
"[-0.4741021394729614, 0.029092809185385704, -0.0032371114939451218, -0.04246773198246956]","[1.0, 0.0]"
"[-0.47352027893066406, -0.16598257422447205, -0.0040864660404622555, 0.24919210374355316]","[0.0, 1.0]"
"[-0.47683992981910706, 0.02919749543070793, 0.0008973759249784052, -0.044776979833841324]","[1.0, 0.0]"
"[-0.47625598311424255, -0.16593730449676514, 1.8363150502409553e-06, 0.24818894267082214]","[0.0, 1.0]"
"[-0.47957471013069153, 0.02918461337685585, 0.0049656149931252, -0.044493403285741806]","[0.0, 1.0]"
"[-0.4789910316467285, 0.22423501312732697, 0.004075746983289719, -0.3356055021286011]","[1.0, 0.0]"
"[-0.47450631856918335, 0.029055291786789894, -0.0026363630313426256, -0.04164009541273117]","[1.0, 0.0]"
"[-0.47392523288726807, -0.16602875292301178, -0.0034691649489104748, 0.25020986795425415]","[0.0, 1.0]"
"[-0.4772458076477051, 0.02914256416261196, 0.0015350324101746082, -0.043565280735492706]","[1.0, 0.0]"
"[-0.47666293382644653, -0.1660013645887375, 0.0006637267651967704, 0.2496015727519989]","[0.0, 1.0]"
"[-0.47998297214508057, 0.0291111022233963, 0.005655758082866669, -0.04287193343043327]","[0.0, 1.0]"
"[-0.47940075397491455, 0.22415149211883545, 0.004798319656401873, -0.33376505970954895]","[1.0, 0.0]"
"[-0.4749177098274231, 0.028961582109332085, -0.0018769818125292659, -0.039572861045598984]","[1.0, 0.0]"
"[-0.47433850169181824, -0.16613340377807617, -0.002668438944965601, 0.2525172829627991]","[0.0, 1.0]"
"[-0.4776611626148224, 0.02902654930949211, 0.0023819063790142536, -0.04100613668560982]","[0.0, 1.0]"
"[-0.4770806133747101, 0.22411426901817322, 0.0015617837198078632, -0.3329365849494934]","[1.0, 0.0]"
"[-0.4725983440876007, 0.02897011674940586, -0.005096948239952326, -0.03976157307624817]","[1.0, 0.0]"
"[-0.47201892733573914, -0.1660783737897873, -0.005892179906368256, 0.2513088583946228]","[0.0, 1.0]"
"[-0.47534051537513733, 0.029127217829227448, -0.0008660023449920118, -0.043226730078458786]","[1.0, 0.0]"
"[-0.47475796937942505, -0.16598230600357056, -0.0017305369256064296, 0.2491828352212906]","[0.0, 1.0]"
"[-0.47807762026786804, 0.02916431799530983, 0.0032531199976801872, -0.04404543340206146]","[0.0, 1.0]"
"[-0.47749432921409607, 0.22423946857452393, 0.0023722113110125065, -0.3357001841068268]","[1.0, 0.0]"
"[-0.47300952672958374, 0.029083838686347008, -0.004341792780905962, -0.04227014258503914]","[1.0, 0.0]"
"[-0.4724278450012207, -0.16597558557987213, -0.005187195725739002, 0.24903975427150726]","[0.0, 1.0]"
"[-0.47574737668037415, 0.029220059514045715, -0.00020640052389353514, -0.04527480527758598]","[1.0, 0.0]"
"[-0.47516295313835144, -0.16589893400669098, -0.0011118965921923518, 0.24734298884868622]","[0.0, 1.0]"
"[-0.4784809350967407, 0.029238883405923843, 0.00383496331050992, -0.045690443366765976]","[0.0, 1.0]"
"[-0.47789615392684937, 0.2243056297302246, 0.0029211542569100857, -0.33716094493865967]","[1.0, 0.0]"
"[-0.473410040140152, 0.029142234474420547, -0.0038220644928514957, -0.0435582734644413]","[1.0, 0.0]"
"[-0.4728271961212158, -0.16592469811439514, -0.004693230148404837, 0.2479163110256195]","[0.0, 1.0]"
"[-0.4761457145214081, 0.02926396019756794, 0.00026509619783610106, -0.04624326527118683]","[1.0, 0.0]"
"[-0.47556042671203613, -0.16586178541183472, -0.000659769051708281, 0.24652329087257385]","[0.0, 1.0]"
"[-0.007219152525067329, -0.033217478543519974, -0.013525668531656265, 0.0483785979449749]","[0.0, 1.0]"
"[-0.007883502170443535, 0.1620957851409912, -0.012558097019791603, -0.24854092299938202]","[1.0, 0.0]"
"[-0.004641586448997259, -0.03284459561109543, -0.017528915777802467, 0.040154606103897095]","[0.0, 1.0]"
"[-0.005298478063195944, 0.1625242829322815, -0.016725823283195496, -0.2580069303512573]","[1.0, 0.0]"
"[-0.0020479925442487, -0.032354943454265594, -0.021885961294174194, 0.02935386449098587]","[0.0, 1.0]"
"[-0.0026950915344059467, 0.16307391226291656, -0.021298883482813835, -0.2701531946659088]","[1.0, 0.0]"
"[0.0005663867923431098, -0.03173772245645523, -0.026701947674155235, 0.015736598521471024]","[0.0, 1.0]"
"[-6.836762622697279e-05, 0.16375678777694702, -0.02638721652328968, -0.28525006771087646]","[1.0, 0.0]"
"[0.003206768073141575, -0.030979080125689507, -0.03209221735596657, -0.0010048977565020323]","[1.0, 0.0]"
"[0.002587186638265848, -0.22562643885612488, -0.03211231529712677, 0.281382292509079]","[0.0, 1.0]"
"[-0.0019253421342000365, -0.030061494559049606, -0.026484668254852295, -0.021253271028399467]","[0.0, 1.0]"
"[-0.002526571974158287, 0.16543006896972656, -0.026909735053777695, -0.3221733570098877]","[1.0, 0.0]"
"[0.0007820292958058417, -0.029298556968569756, -0.03335320204496384, -0.038096681237220764]","[1.0, 0.0]"
"[0.0001960581575985998, -0.22392673790454865, -0.03411513566970825, 0.24387919902801514]","[0.0, 1.0]"
"[-0.004282476846128702, -0.028334535658359528, -0.029237551614642143, -0.059366293251514435]","[1.0, 0.0]"
"[-0.004849167540669441, -0.2230253368616104, -0.030424876138567924, 0.22395049035549164]","[0.0, 1.0]"
"[-0.009309674613177776, -0.027482053264975548, -0.025945866480469704, -0.0781722366809845]","[1.0, 0.0]"
"[-0.009859315119683743, -0.22222262620925903, -0.027509311214089394, 0.2062130868434906]","[0.0, 1.0]"
"[-0.014303768053650856, -0.026718322187662125, -0.023385049775242805, -0.0950191393494606]","[1.0, 0.0]"
"[-0.014838133938610554, -0.22149743139743805, -0.02528543211519718, 0.19019506871700287]","[0.0, 1.0]"
"[-0.019268082454800606, -0.02602304145693779, -0.021481530740857124, -0.1103559210896492]","[1.0, 0.0]"
"[-0.01978854462504387, -0.22083069384098053, -0.023688649758696556, 0.17547304928302765]","[0.0, 1.0]"
"[-0.024205157533288002, -0.025377869606018066, -0.02017918974161148, -0.12458773702383041]","[1.0, 0.0]"
"[-0.024712715297937393, -0.22020500898361206, -0.022670943289995193, 0.16166119277477264]","[0.0, 1.0]"
"[-0.029116814956068993, -0.02476595528423786, -0.019437719136476517, -0.13808673620224]","[1.0, 0.0]"
"[-0.029612133279442787, -0.21960417926311493, -0.02219945378601551, 0.14840106666088104]","[0.0, 1.0]"
"[-0.03400421887636185, -0.024171490222215652, -0.019231433048844337, -0.15120184421539307]","[1.0, 0.0]"
"[-0.03448764607310295, -0.21901285648345947, -0.022255470976233482, 0.1353524774312973]","[0.0, 1.0]"
"[-0.03886790573596954, -0.023579316213726997, -0.01954841986298561, -0.16426780819892883]","[1.0, 0.0]"
"[-0.03933949023485184, -0.21841605007648468, -0.022833777591586113, 0.12218458205461502]","[0.0, 1.0]"
"[-0.04370781406760216, -0.022974533960223198, -0.020390085875988007, -0.17761382460594177]","[1.0, 0.0]"
"[-0.044167302548885345, -0.2177988439798355, -0.023942362517118454, 0.10856762528419495]","[0.0, 1.0]"
"[-0.04852328076958656, -0.022342126816511154, -0.021771010011434555, -0.19157180190086365]","[1.0, 0.0]"
"[-0.04897012189030647, -0.21714597940444946, -0.025602445006370544, 0.09416455030441284]","[0.0, 1.0]"
"[-0.05331304296851158, -0.021666601300239563, -0.02371915429830551, -0.20648472011089325]","[1.0, 0.0]"
"[-0.05374637246131897, -0.21644148230552673, -0.027848849073052406, 0.07862265408039093]","[0.0, 1.0]"
"[-0.058075204491615295, -0.020931605249643326, -0.026276396587491035, -0.22271496057510376]","[1.0, 0.0]"
"[-0.05849383398890495, -0.21566832065582275, -0.03073069453239441, 0.061564914882183075]","[0.0, 1.0]"
"[-0.06280720233917236, -0.020119547843933105, -0.029499396681785583, -0.2406531572341919]","[1.0, 0.0]"
"[-0.06320959329605103, -0.21480795741081238, -0.03431246057152748, 0.042580828070640564]","[1.0, 0.0]"
"[-0.06750575453042984, -0.40942150354385376, -0.033460844308137894, 0.324243426322937]","[0.0, 1.0]"
"[-0.07569418102502823, -0.21383948624134064, -0.026975974440574646, 0.021198973059654236]","[0.0, 1.0]"
"[-0.07997097074985504, -0.01834126003086567, -0.026551995426416397, -0.2798716425895691]","[1.0, 0.0]"
"[-0.08033780008554459, -0.21307457983493805, -0.03214942663908005, 0.004320013336837292]","[1.0, 0.0]"
"[-0.08459928631782532, -0.40772107243537903, -0.03206302598118782, 0.28668856620788574]","[0.0, 1.0]"
"[-0.09275370836257935, -0.21215687692165375, -0.02632925659418106, -0.0159318670630455]","[0.0, 1.0]"
"[-0.09699684381484985, -0.01666741818189621, -0.026647893711924553, -0.31680431962013245]","[1.0, 0.0]"
"[-0.09733019769191742, -0.2113998681306839, -0.03298398107290268, -0.032642900943756104]","[1.0, 0.0]"
"[-0.10155819356441498, -0.4060336649417877, -0.03363683819770813, 0.24945347011089325]","[0.0, 1.0]"
"[-0.10967886447906494, -0.21044790744781494, -0.0286477692425251, -0.05364658311009407]","[1.0, 0.0]"
"[-0.11388782411813736, -0.40514764189720154, -0.029720699414610863, 0.22986187040805817]","[0.0, 1.0]"
"[-0.12199077755212784, -0.2096138596534729, -0.025123462080955505, -0.07204586267471313]","[1.0, 0.0]"
"[-0.12618304789066315, -0.40436679124832153, -0.026564380154013634, 0.212605819106102]","[0.0, 1.0]"
"[-0.13427038490772247, -0.20887531340122223, -0.022312263026833534, -0.08833695203065872]","[1.0, 0.0]"
"[-0.13844789564609528, -0.40367045998573303, -0.02407900243997574, 0.19722376763820648]","[0.0, 1.0]"
"[-0.14652130007743835, -0.20821250975131989, -0.02013452723622322, -0.10295668989419937]","[1.0, 0.0]"
"[-0.15068554878234863, -0.40304020047187805, -0.022193660959601402, 0.1833064705133438]","[0.0, 1.0]"
"[-0.1587463617324829, -0.20760783553123474, -0.018527531996369362, -0.11629428714513779]","[1.0, 0.0]"
"[-0.16289851069450378, -0.4024595022201538, -0.020853416994214058, 0.1704862415790558]","[0.0, 1.0]"
"[-0.17094770073890686, -0.20704536139965057, -0.017443692311644554, -0.12870167195796967]","[1.0, 0.0]"
"[-0.17508861422538757, -0.4019131362438202, -0.020017726346850395, 0.15842734277248383]","[0.0, 1.0]"
"[-0.18312688171863556, -0.20651040971279144, -0.016849178820848465, -0.14050287008285522]","[1.0, 0.0]"
"[-0.1872570812702179, -0.4013870358467102, -0.019659236073493958, 0.1468171626329422]","[0.0, 1.0]"
"[-0.19528482854366302, -0.20598915219306946, -0.016722893342375755, -0.1520024687051773]","[1.0, 0.0]"
"[-0.19940461218357086, -0.4008677005767822, -0.01976294256746769, 0.13535819947719574]","[0.0, 1.0]"
"[-0.20742195844650269, -0.2054683417081833, -0.017055777832865715, -0.1634935438632965]","[1.0, 0.0]"
"[-0.21153132617473602, -0.40034201741218567, -0.02032564952969551, 0.12376031279563904]","[1.0, 0.0]"
"[-0.21953816711902618, -0.5951669812202454, -0.017850443720817566, 0.4099620282649994]","[0.0, 1.0]"
"[-0.23144151270389557, -0.39979657530784607, -0.009651201777160168, 0.11170535534620285]","[0.0, 1.0]"
"[-0.23943744599819183, -0.20453765988349915, -0.007417094893753529, -0.18400678038597107]","[1.0, 0.0]"
"[-0.24352818727493286, -0.39955270290374756, -0.011097230017185211, 0.10632713884115219]","[0.0, 1.0]"
"[-0.25151926279067993, -0.20427349209785461, -0.008970688097178936, -0.18983615934848785]","[1.0, 0.0]"
"[-0.25560471415519714, -0.39926597476005554, -0.012767410837113857, 0.1000034362077713]","[1.0, 0.0]"
"[-0.2635900378227234, -0.5942026376724243, -0.01076734159141779, 0.38863110542297363]","[0.0, 1.0]"
"[-0.27547410130500793, -0.39892950654029846, -0.0029947201255708933, 0.09257286041975021]","[0.0, 1.0]"
"[-0.28345268964767456, -0.20376476645469666, -0.001143262954428792, -0.20105339586734772]","[1.0, 0.0]"
"[-0.28752797842025757, -0.3988703489303589, -0.005164330825209618, 0.09126866608858109]","[1.0, 0.0]"
"[-0.2955053746700287, -0.5939179062843323, -0.0033389574382454157, 0.38231778144836426]","[0.0, 1.0]"
"[-0.3073837459087372, -0.3987486958503723, 0.004307398106902838, 0.08858396112918854]","[0.0, 1.0]"
"[-0.3153587281703949, -0.20368875563144684, 0.0060790772549808025, -0.20273686945438385]","[1.0, 0.0]"
"[-0.31943249702453613, -0.39889711141586304, 0.0020243399776518345, 0.09185750037431717]","[0.0, 1.0]"
"[-0.32741042971611023, -0.20380423963069916, 0.003861489938572049, -0.20018605887889862]","[1.0, 0.0]"
"[-0.3314865231513977, -0.3989812135696411, -0.00014223130710888654, 0.09371247887611389]","[1.0, 0.0]"
"[-0.3394661545753479, -0.5941011309623718, 0.0017320181941613555, 0.3863505423069]","[0.0, 1.0]"
"[-0.3513481616973877, -0.399003803730011, 0.009459028951823711, 0.09421420097351074]","[0.0, 1.0]"
"[-0.3593282401561737, -0.20401868224143982, 0.011343312449753284, -0.195469468832016]","[1.0, 0.0]"
"[-0.363408625125885, -0.39930105209350586, 0.007433923427015543, 0.10077008605003357]","[0.0, 1.0]"
"[-0.37139463424682617, -0.20428641140460968, 0.009449325501918793, -0.1895582228899002]","[1.0, 0.0]"
"[-0.3754803538322449, -0.39954227209091187, 0.005658160895109177, 0.10609054565429688]","[0.0, 1.0]"
"[-0.38347122073173523, -0.20450185239315033, 0.007779971696436405, -0.18480190634727478]","[1.0, 0.0]"
"[-0.38756123185157776, -0.3997342586517334, 0.004083933774381876, 0.11032512784004211]","[1.0, 0.0]"
"[-0.39555594325065613, -0.5949144959449768, 0.006290436256676912, 0.4042937159538269]","[0.0, 1.0]"
"[-0.4074542224407196, -0.39988231658935547, 0.014376310631632805, 0.11360060423612595]","[0.0, 1.0]"
"[-0.41545185446739197, -0.20496927201747894, 0.016648322343826294, -0.17451225221157074]","[1.0, 0.0]"
"[-0.4195512533187866, -0.4003254771232605, 0.013158077374100685, 0.12337584048509598]","[0.0, 1.0]"
"[-0.4275577664375305, -0.20539449155330658, 0.015625594183802605, -0.1651269793510437]","[1.0, 0.0]"
"[-0.43166565895080566, -0.40073660016059875, 0.012323054485023022, 0.13244414329528809]","[1.0, 0.0]"
"[-0.43968039751052856, -0.5960328578948975, 0.014971937984228134, 0.4289892315864563]","[0.0, 1.0]"
"[-0.4516010284423828, -0.40112611651420593, 0.02355172112584114, 0.14106343686580658]","[0.0, 1.0]"
"[-0.4596235752105713, -0.20634926855564117, 0.026372991502285004, -0.14409726858139038]","[1.0, 0.0]"
"[-0.46375054121017456, -0.4018387794494629, 0.023491045460104942, 0.15678781270980835]","[0.0, 1.0]"
"[-0.47178733348846436, -0.20706090331077576, 0.02662680111825466, -0.12839266657829285]","[1.0, 0.0]"
"[-0.47592854499816895, -0.4025539755821228, 0.02405894733965397, 0.1725703477859497]","[0.0, 1.0]"
"[-0.48397961258888245, -0.2077844738960266, 0.027510354295372963, -0.11242669820785522]","[1.0, 0.0]"
"[-0.48813530802726746, -0.4032896161079407, 0.02526182122528553, 0.18880705535411835]","[0.0, 1.0]"
"[-0.4962010979652405, -0.2085380107164383, 0.02903796173632145, -0.0958009585738182]","[1.0, 0.0]"
"[-0.5003718733787537, -0.4040638506412506, 0.02712194249033928, 0.2059001326560974]","[0.0, 1.0]"
"[-0.5084531307220459, -0.20934003591537476, 0.03123994544148445, -0.07810530066490173]","[1.0, 0.0]"
"[-0.5126399397850037, -0.4048955738544464, 0.02967783994972706, 0.22426792979240417]","[0.0, 1.0]"
"[-0.5207378268241882, -0.21021008491516113, 0.03416319936513901, -0.05890769883990288]","[1.0, 0.0]"
"[-0.5249420404434204, -0.4058047831058502, 0.03298504278063774, 0.2443551868200302]","[0.0, 1.0]"
"[-0.5330581665039062, -0.21116912364959717, 0.03787214681506157, -0.03774366155266762]","[1.0, 0.0]"
"[-0.5372815132141113, -0.4068131148815155, 0.03711727634072304, 0.2666436433792114]","[0.0, 1.0]"
"[-0.5454177856445312, -0.21224002540111542, 0.04245014861226082, -0.014104988425970078]","[1.0, 0.0]"
"[-0.5496625900268555, -0.4079442322254181, 0.04216804727911949, 0.2916634678840637]","[0.0, 1.0]"
"[-0.5578214526176453, -0.21344812214374542, 0.04800131916999817, 0.012572369538247585]","[0.0, 1.0]"
"[-0.5620904564857483, -0.01904626563191414, 0.04825276508927345, -0.2645875811576843]","[1.0, 0.0]"
"[-0.5624713897705078, -0.21482253074645996, 0.042961012572050095, 0.042915839701890945]","[0.0, 1.0]"
"[-0.5667678117752075, -0.02034212090075016, 0.043819330632686615, -0.23590895533561707]","[1.0, 0.0]"
"[-0.5671746730804443, -0.21606184542179108, 0.03910114988684654, 0.07026757299900055]","[0.0, 1.0]"
"[-0.5714958906173706, -0.02152165211737156, 0.040506504476070404, -0.20982685685157776]","[1.0, 0.0]"
"[-0.5719263553619385, -0.2171986699104309, 0.03630996495485306, 0.09535355865955353]","[0.0, 1.0]"
"[-0.5762702822685242, -0.02261544205248356, 0.03821703791618347, -0.1856561154127121]","[1.0, 0.0]"
"[-0.5767226219177246, -0.21826276183128357, 0.034503914415836334, 0.11883365362882614]","[0.0, 1.0]"
"[-0.5810878872871399, -0.0236517284065485, 0.03688058629631996, -0.16276700794696808]","[1.0, 0.0]"
"[-0.5815609097480774, -0.21928170323371887, 0.033625248819589615, 0.14131884276866913]","[0.0, 1.0]"
"[-0.5859465599060059, -0.02465706877410412, 0.03645162284374237, -0.14056913554668427]","[1.0, 0.0]"
"[-0.5864396691322327, -0.22028161585330963, 0.033640243113040924, 0.16338716447353363]","[0.0, 1.0]"
"[-0.5908452868461609, -0.025656981393694878, 0.03690798580646515, -0.11849623918533325]","[1.0, 0.0]"
"[-0.5913584232330322, -0.2212877720594406, 0.034538060426712036, 0.18559858202934265]","[0.0, 1.0]"
"[-0.5957841873168945, -0.026676570996642113, 0.03825003281235695, -0.09599195420742035]","[1.0, 0.0]"
"[-0.596317708492279, -0.22232526540756226, 0.036330193281173706, 0.20850920677185059]","[0.0, 1.0]"
"[-0.6007642149925232, -0.02774113230407238, 0.040500376373529434, -0.07249567657709122]","[1.0, 0.0]"
"[-0.6013190746307373, -0.22341960668563843, 0.03905046358704567, 0.23268519341945648]","[0.0, 1.0]"
"[-0.605787456035614, -0.028876759111881256, 0.04370416700839996, -0.0474286824464798]","[1.0, 0.0]"
"[-0.6063649654388428, -0.2245972603559494, 0.04275559261441231, 0.2587166726589203]","[0.0, 1.0]"
"[-0.6108569502830505, -0.030110947787761688, 0.047929927706718445, -0.020179875195026398]","[0.0, 1.0]"
"[-0.6114591360092163, 0.16429203748703003, 0.04752632975578308, -0.2973634600639343]","[1.0, 0.0]"
"[-0.6081733107566833, -0.03147405758500099, 0.04157906025648117, 0.009921579621732235]","[0.0, 1.0]"
"[-0.6088027954101562, 0.16302768886089325, 0.04177749156951904, -0.26935815811157227]","[1.0, 0.0]"
"[-0.6055422425270081, -0.03266477957367897, 0.03639033064246178, 0.036203425377607346]","[0.0, 1.0]"
"[-0.6061955094337463, 0.16191694140434265, 0.03711439669132233, -0.2447795271873474]","[1.0, 0.0]"
"[-0.6029571890830994, -0.03371491655707359, 0.0322188064455986, 0.059375304728746414]","[0.0, 1.0]"
"[-0.6036314964294434, 0.16093061864376068, 0.03340631350874901, -0.22297078371047974]","[1.0, 0.0]"
"[-0.600412905216217, -0.03465248644351959, 0.028946897014975548, 0.08005981892347336]","[0.0, 1.0]"
"[-0.6011059284210205, 0.16004280745983124, 0.03054809384047985, -0.20335157215595245]","[1.0, 0.0]"
"[-0.5979050993919373, -0.03550240024924278, 0.026481062173843384, 0.0988091304898262]","[0.0, 1.0]"
"[-0.5986151099205017, 0.15923021733760834, 0.028457244858145714, -0.18540285527706146]","[1.0, 0.0]"
"[-0.5954305529594421, -0.0362870991230011, 0.024749187752604485, 0.11611966788768768]","[0.0, 1.0]"
"[-0.5961562395095825, 0.15847165882587433, 0.027071580290794373, -0.1686534732580185]","[1.0, 0.0]"
"[-0.5929868221282959, -0.03702711686491966, 0.023698510602116585, 0.1324453055858612]","[0.0, 1.0]"
"[-0.5937273502349854, 0.15774749219417572, 0.026347417384386063, -0.15266786515712738]","[1.0, 0.0]"
"[-0.5905724167823792, -0.03774162009358406, 0.023294059559702873, 0.14820927381515503]","[0.0, 1.0]"
"[-0.5913272500038147, 0.15703915059566498, 0.02625824511051178, -0.13703477382659912]","[1.0, 0.0]"
"[-0.588186502456665, -0.038448870182037354, 0.0235175509005785, 0.1638152003288269]","[0.0, 1.0]"
"[-0.5889554619789124, 0.15632866322994232, 0.02679385431110859, -0.1213567852973938]","[1.0, 0.0]"
"[-0.5858289003372192, -0.03916671499609947, 0.024366717785596848, 0.1796574741601944]","[0.0, 1.0]"
"[-0.5866122245788574, 0.1555982232093811, 0.02795986831188202, -0.1052401065826416]","[1.0, 0.0]"
"[-0.5835002660751343, -0.03991301730275154, 0.025855066254734993, 0.19613127410411835]","[0.0, 1.0]"
"[-0.5842984914779663, 0.15482975542545319, 0.029777690768241882, -0.0882847011089325]","[1.0, 0.0]"
"[-0.5812019109725952, -0.040706098079681396, 0.028011998161673546, 0.21364238858222961]","[0.0, 1.0]"
"[-0.5820160508155823, 0.15400439500808716, 0.03228484466671944, -0.07007433474063873]","[0.0, 1.0]"
