observation,action
"[0.13676387071609497, -0.18585218489170074, -0.14467671513557434, -0.11908336728811264]","[0.0, 1.0]"
"[0.13304683566093445, 0.01101439818739891, -0.1470583826303482, -0.45368483662605286]","[0.0, 1.0]"
"[0.1332671195268631, 0.20787639915943146, -0.1561320722103119, -0.788870096206665]","[1.0, 0.0]"
"[0.13742464780807495, 0.01520388200879097, -0.17190948128700256, -0.5490933060646057]","[1.0, 0.0]"
"[0.1377287209033966, -0.17713940143585205, -0.1828913390636444, -0.31512394547462463]","[0.0, 1.0]"
"[0.13418594002723694, 0.020052490755915642, -0.18919382989406586, -0.6594493985176086]","[0.0, 1.0]"
"[0.13458698987960815, 0.21723337471485138, -0.20238281786441803, -1.0052348375320435]","[0.0, 1.0]"
"[-0.03751913085579872, -0.005532849580049515, 0.0073450347408652306, -0.013386248610913754]","[1.0, 0.0]"
"[-0.037629786878824234, -0.20075936615467072, 0.0070773097686469555, 0.2816050350666046]","[1.0, 0.0]"
"[-0.041644975543022156, -0.3959815502166748, 0.012709410861134529, 0.5765116810798645]","[0.0, 1.0]"
"[-0.049564603716135025, -0.20104002952575684, 0.024239644408226013, 0.2878594994544983]","[1.0, 0.0]"
"[-0.05358540639281273, -0.3964991271495819, 0.029996834695339203, 0.5880877375602722]","[1.0, 0.0]"
"[-0.061515387147665024, -0.592028021812439, 0.04175858944654465, 0.890066921710968]","[0.0, 1.0]"
"[-0.07335595041513443, -0.3974967896938324, 0.05955993011593819, 0.6107979416847229]","[0.0, 1.0]"
"[-0.08130588382482529, -0.20325569808483124, 0.071775883436203, 0.337453156709671]","[0.0, 1.0]"
"[-0.0853709951043129, -0.009224629029631615, 0.07852494716644287, 0.06823994964361191]","[0.0, 1.0]"
"[-0.08555549383163452, 0.18468882143497467, 0.07988975197076797, -0.19867131114006042]","[0.0, 1.0]"
"[-0.081861712038517, 0.378582626581192, 0.07591632008552551, -0.4651217758655548]","[0.0, 1.0]"
"[-0.07429005950689316, 0.572554349899292, 0.06661389023065567, -0.7329433560371399]","[1.0, 0.0]"
"[-0.06283897161483765, 0.37657833099365234, 0.05195501819252968, -0.42006129026412964]","[1.0, 0.0]"
"[-0.055307406932115555, 0.1807601898908615, 0.04355379566550255, -0.11146251857280731]","[0.0, 1.0]"
"[-0.05169220268726349, 0.37523186206817627, 0.041324544697999954, -0.3900926113128662]","[1.0, 0.0]"
"[-0.04418756812810898, 0.1795485019683838, 0.03352269157767296, -0.08467221260070801]","[1.0, 0.0]"
"[-0.04059659689664841, -0.01603754796087742, 0.03182924538850784, 0.21839584410190582]","[0.0, 1.0]"
"[-0.040917348116636276, 0.1786152869462967, 0.03619716316461563, -0.06407929956912994]","[0.0, 1.0]"
"[-0.037345040589571, 0.37320005893707275, 0.03491557762026787, -0.34512564539909363]","[1.0, 0.0]"
"[-0.029881039634346962, 0.17759928107261658, 0.028013065457344055, -0.04164018854498863]","[1.0, 0.0]"
"[-0.026329055428504944, -0.017912933602929115, 0.0271802619099617, 0.25974783301353455]","[0.0, 1.0]"
"[-0.026687312871217728, 0.17681066691875458, 0.03237522020936012, -0.024239663034677505]","[0.0, 1.0]"
"[-0.023151099681854248, 0.37145373225212097, 0.03189042583107948, -0.30653461813926697]","[1.0, 0.0]"
"[-0.01572202518582344, 0.1758922040462494, 0.025759732350707054, -0.0039672753773629665]","[0.0, 1.0]"
"[-0.012204181402921677, 0.370635449886322, 0.025680387392640114, -0.2884126901626587]","[1.0, 0.0]"
"[-0.0047914725728333, 0.1751568615436554, 0.01991213485598564, 0.012257695198059082]","[0.0, 1.0]"
"[-0.0012883353047072887, 0.3699876666069031, 0.020157288759946823, -0.27407678961753845]","[0.0, 1.0]"
"[0.0061114183627069, 0.5648162961006165, 0.014675752259790897, -0.5603345632553101]","[1.0, 0.0]"
"[0.017407745122909546, 0.36949148774147034, 0.003469061106443405, -0.26306435465812683]","[1.0, 0.0]"
"[0.024797573685646057, 0.17432019114494324, -0.0017922257538884878, 0.030710741877555847]","[1.0, 0.0]"
"[0.02828397788107395, -0.020776012912392616, -0.001178010948933661, 0.32282766699790955]","[0.0, 1.0]"
"[0.02786845713853836, 0.1743626892566681, 0.005278542172163725, 0.029773471876978874]","[0.0, 1.0]"
"[0.031355712562799454, 0.3694085478782654, 0.005874011665582657, -0.26123934984207153]","[0.0, 1.0]"
"[0.03874388337135315, 0.5644461512565613, 0.0006492246757261455, -0.5520637631416321]","[0.0, 1.0]"
"[0.050032805651426315, 0.7595589756965637, -0.010392051190137863, -0.8445420861244202]","[1.0, 0.0]"
"[0.06522398442029953, 0.5645803809165955, -0.027282891795039177, -0.5551451444625854]","[0.0, 1.0]"
"[0.07651559263467789, 0.7600745558738708, -0.038385797291994095, -0.856297492980957]","[1.0, 0.0]"
"[0.09171708673238754, 0.5654960870742798, -0.05551174655556679, -0.5759274363517761]","[1.0, 0.0]"
"[0.10302700847387314, 0.37119442224502563, -0.06703029572963715, -0.30123597383499146]","[1.0, 0.0]"
"[0.11045089364051819, 0.17708870768547058, -0.07305501401424408, -0.03042338602244854]","[1.0, 0.0]"
"[0.11399266868829727, -0.01691368967294693, -0.07366348057985306, 0.2383449375629425]","[1.0, 0.0]"
"[0.11365439742803574, -0.21091020107269287, -0.06889658421278, 0.5069130659103394]","[0.0, 1.0]"
"[0.10943619161844254, -0.014888536185026169, -0.05875832214951515, 0.1933385580778122]","[0.0, 1.0]"
"[0.10913842171430588, 0.18102258443832397, -0.05489154905080795, -0.11728596687316895]","[1.0, 0.0]"
"[0.11275887489318848, -0.01327166985720396, -0.05723726749420166, 0.15758644044399261]","[0.0, 1.0]"
"[0.11249344050884247, 0.1826210618019104, -0.054085541516542435, -0.15259003639221191]","[1.0, 0.0]"
"[0.11614585667848587, -0.011686412617564201, -0.05713734030723572, 0.1225515827536583]","[1.0, 0.0]"
"[0.11591213196516037, -0.2059451937675476, -0.05468630790710449, 0.3966749906539917]","[1.0, 0.0]"
"[0.11179322749376297, -0.4002503454685211, -0.04675281047821045, 0.6716272234916687]","[1.0, 0.0]"
"[0.10378821939229965, -0.5946922302246094, -0.033320263028144836, 0.9492310881614685]","[0.0, 1.0]"
"[0.09189437329769135, -0.3991379737854004, -0.01433564256876707, 0.6462681293487549]","[1.0, 0.0]"
"[0.08391161262989044, -0.5940572619438171, -0.001410279655829072, 0.9344025254249573]","[0.0, 1.0]"
"[0.07203046977519989, -0.3989163041114807, 0.01727776974439621, 0.6412767767906189]","[0.0, 1.0]"
"[0.06405214220285416, -0.20403942465782166, 0.030103305354714394, 0.35408446192741394]","[1.0, 0.0]"
"[0.05997135490179062, -0.39957618713378906, 0.03718499466776848, 0.6561057567596436]","[0.0, 1.0]"
"[0.05197983235120773, -0.20499110221862793, 0.05030710995197296, 0.37535977363586426]","[0.0, 1.0]"
"[0.047880008816719055, -0.010618469677865505, 0.057814303785562515, 0.0989537239074707]","[1.0, 0.0]"
"[0.04766764119267464, -0.20651930570602417, 0.0597933791577816, 0.4093019664287567]","[1.0, 0.0]"
"[0.04353725537657738, -0.4024357795715332, 0.06797941774129868, 0.7202202677726746]","[0.0, 1.0]"
"[0.035488538444042206, -0.20831692218780518, 0.08238382637500763, 0.44968506693840027]","[1.0, 0.0]"
"[0.03132219985127449, -0.4045015871524811, 0.09137752652168274, 0.7671574354171753]","[0.0, 1.0]"
"[0.023232169449329376, -0.21074849367141724, 0.10672067850828171, 0.5045679807662964]","[0.0, 1.0]"
"[0.01901719905436039, -0.017279643565416336, 0.11681203544139862, 0.24733206629753113]","[0.0, 1.0]"
"[0.018671605736017227, 0.17599710822105408, 0.12175867706537247, -0.006342671811580658]","[1.0, 0.0]"
"[0.022191548720002174, -0.020641569048166275, 0.12163182348012924, 0.32214030623435974]","[0.0, 1.0]"
"[0.021778717637062073, 0.17255732417106628, 0.12807463109493256, 0.07015465199947357]","[0.0, 1.0]"
"[0.025229863822460175, 0.36563265323638916, 0.12947772443294525, -0.17953523993492126]","[1.0, 0.0]"
"[0.03254251554608345, 0.16891852021217346, 0.12588702142238617, 0.15102626383304596]","[1.0, 0.0]"
"[0.0359208881855011, -0.02776016853749752, 0.12890754640102386, 0.4806228280067444]","[0.0, 1.0]"
"[0.03536568209528923, 0.1653289645910263, 0.1385200023651123, 0.231186181306839]","[1.0, 0.0]"
"[0.03867226466536522, -0.03147250786423683, 0.14314372837543488, 0.5641555190086365]","[0.0, 1.0]"
"[0.038042813539505005, 0.16138160228729248, 0.15442682802677155, 0.31977370381355286]","[1.0, 0.0]"
"[0.04127044603228569, -0.03556372970342636, 0.1608223021030426, 0.6568974256515503]","[1.0, 0.0]"
"[0.04055916890501976, -0.2325156033039093, 0.17396025359630585, 0.9955912232398987]","[1.0, 0.0]"
"[0.035908859223127365, -0.42948323488235474, 0.19387207925319672, 1.3374701738357544]","[0.0, 1.0]"
"[-0.04215361922979355, -0.020961714908480644, 0.03798023238778114, -0.038050271570682526]","[1.0, 0.0]"
"[-0.04257285222411156, -0.21660713851451874, 0.03721923008561134, 0.2663697302341461]","[0.0, 1.0]"
"[-0.046904996037483215, -0.022035611793398857, 0.04254662245512009, -0.0143455034121871]","[0.0, 1.0]"
"[-0.047345709055662155, 0.17245115339756012, 0.042259711772203445, -0.29330670833587646]","[1.0, 0.0]"
"[-0.04389668628573418, -0.02324703522026539, 0.036393579095602036, 0.01239914819598198]","[1.0, 0.0]"
"[-0.044361624866724014, -0.21887150406837463, 0.03664156049489975, 0.3163388967514038]","[0.0, 1.0]"
"[-0.048739057034254074, -0.024290109053254128, 0.04296834021806717, 0.035432927310466766]","[0.0, 1.0]"
"[-0.0492248572409153, 0.17019017040729523, 0.04367699846625328, -0.24338942766189575]","[1.0, 0.0]"
"[-0.04582105576992035, -0.025527555495500565, 0.03880921006202698, 0.0627441331744194]","[0.0, 1.0]"
"[-0.046331606805324554, 0.16901709139347076, 0.040064092725515366, -0.21744605898857117]","[1.0, 0.0]"
"[-0.04295126348733902, -0.02665400318801403, 0.035715170204639435, 0.08760074526071548]","[0.0, 1.0]"
"[-0.04348434507846832, 0.16793829202651978, 0.03746718540787697, -0.193603515625]","[0.0, 1.0]"
"[-0.04012557864189148, 0.3625048100948334, 0.033595114946365356, -0.4742356836795807]","[1.0, 0.0]"
"[-0.032875481992959976, 0.16692492365837097, 0.024110401049256325, -0.17115630209445953]","[0.0, 1.0]"
"[-0.029536984860897064, 0.3616936504840851, 0.020687276497483253, -0.45613670349121094]","[0.0, 1.0]"
"[-0.022303111851215363, 0.5565170645713806, 0.011564541608095169, -0.7422277331352234]","[0.0, 1.0]"
"[-0.011172769591212273, 0.7514774799346924, -0.00328001263551414, -1.031248927116394]","[1.0, 0.0]"
"[0.003856780705973506, 0.5563993453979492, -0.023904990404844284, -0.7395975589752197]","[0.0, 1.0]"
"[0.014984767884016037, 0.7518430948257446, -0.03869694098830223, -1.039706826210022]","[0.0, 1.0]"
"[0.030021628364920616, 0.9474571943283081, -0.059491075575351715, -1.3442823886871338]","[1.0, 0.0]"
"[0.048970773816108704, 0.7531318664550781, -0.08637672662734985, -1.07079017162323]","[1.0, 0.0]"
"[0.06403341144323349, 0.559251606464386, -0.10779252648353577, -0.8064171671867371]","[1.0, 0.0]"
"[0.07521844655275345, 0.3657592535018921, -0.12392087280750275, -0.5494927763938904]","[1.0, 0.0]"
"[0.08253362774848938, 0.172575905919075, -0.1349107176065445, -0.29827943444252014]","[1.0, 0.0]"
"[0.08598514646291733, -0.020390857011079788, -0.14087630808353424, -0.05100296065211296]","[1.0, 0.0]"
"[0.0855773314833641, -0.21324121952056885, -0.14189636707305908, 0.19412603974342346]","[1.0, 0.0]"
"[0.08131250739097595, -0.40607836842536926, -0.13801385462284088, 0.43889695405960083]","[1.0, 0.0]"
"[0.07319093495607376, -0.5990046858787537, -0.1292359083890915, 0.6850873231887817]","[1.0, 0.0]"
"[0.06121084466576576, -0.7921181321144104, -0.11553416401147842, 0.9344521164894104]","[0.0, 1.0]"
"[0.04536848142743111, -0.595643162727356, -0.0968451201915741, 0.6078129410743713]","[1.0, 0.0]"
"[0.03345561772584915, -0.789287269115448, -0.08468886464834213, 0.8684900403022766]","[1.0, 0.0]"
"[0.01766987144947052, -0.983161211013794, -0.06731906533241272, 1.133389949798584]","[0.0, 1.0]"
"[-0.0019933523144572973, -0.7872259020805359, -0.04465126618742943, 0.8203758001327515]","[0.0, 1.0]"
"[-0.017737871035933495, -0.5915222764015198, -0.02824375033378601, 0.5139898061752319]","[0.0, 1.0]"
"[-0.029568316414952278, -0.39601418375968933, -0.01796395517885685, 0.21254205703735352]","[1.0, 0.0]"
"[-0.03748859837651253, -0.5908747315406799, -0.013713113032281399, 0.49950462579727173]","[1.0, 0.0]"
"[-0.04930609464645386, -0.7858006954193115, -0.0037230204325169325, 0.7878345847129822]","[1.0, 0.0]"
"[-0.06502211093902588, -0.980871319770813, 0.012033671140670776, 1.0793439149856567]","[1.0, 0.0]"
"[-0.0846395343542099, -1.1761500835418701, 0.033620547503232956, 1.3757786750793457]","[0.0, 1.0]"
"[-0.1081625372171402, -0.9814639687538147, 0.06113612279295921, 1.0937970876693726]","[0.0, 1.0]"
"[-0.12779182195663452, -0.7871983647346497, 0.08301206678152084, 0.8209059238433838]","[0.0, 1.0]"
"[-0.143535777926445, -0.5933045148849487, 0.09943018108606339, 0.5554441213607788]","[0.0, 1.0]"
"[-0.15540187060832977, -0.3997088372707367, 0.11053906381130219, 0.2956692576408386]","[0.0, 1.0]"
"[-0.16339604556560516, -0.2063220888376236, 0.11645244807004929, 0.039791908115148544]","[1.0, 0.0]"
"[-0.16752249002456665, -0.4029047191143036, 0.1172482892870903, 0.36682838201522827]","[0.0, 1.0]"
"[-0.17558059096336365, -0.20962707698345184, 0.1245848536491394, 0.11329447478055954]","[0.0, 1.0]"
"[-0.17977312207221985, -0.016490085050463676, 0.12685073912143707, -0.1376323401927948]","[0.0, 1.0]"
"[-0.18010292947292328, 0.17660829424858093, 0.12409809976816177, -0.3877584636211395]","[0.0, 1.0]"
"[-0.17657075822353363, 0.3697703182697296, 0.1163429319858551, -0.638882040977478]","[1.0, 0.0]"
"[-0.16917535662651062, 0.17323486506938934, 0.1035652905702591, -0.31194406747817993]","[0.0, 1.0]"
"[-0.1657106578350067, 0.3667406141757965, 0.09732640534639359, -0.5702536702156067]","[1.0, 0.0]"
"[-0.1583758443593979, 0.17039814591407776, 0.08592133224010468, -0.2485649436712265]","[1.0, 0.0]"
"[-0.15496788918972015, -0.02583906799554825, 0.08095003664493561, 0.06993481516838074]","[1.0, 0.0]"
"[-0.1554846614599228, -0.2220226526260376, 0.08234872668981552, 0.3870198726654053]","[1.0, 0.0]"
"[-0.15992511808872223, -0.4182111322879791, 0.09008912742137909, 0.7044885158538818]","[0.0, 1.0]"
"[-0.16828934848308563, -0.2244454026222229, 0.10417889803647995, 0.4414689540863037]","[0.0, 1.0]"
"[-0.17277824878692627, -0.03094008006155491, 0.1130082756280899, 0.18335790932178497]","[0.0, 1.0]"
"[-0.17339704930782318, 0.16239872574806213, 0.11667543649673462, -0.07164669781923294]","[1.0, 0.0]"
"[-0.1701490730047226, -0.03418586030602455, 0.11524250358343124, 0.25545015931129456]","[0.0, 1.0]"
"[-0.1708327978849411, 0.15911823511123657, 0.12035150080919266, 0.0012236644979566336]","[1.0, 0.0]"
"[-0.16765043139457703, -0.03750571981072426, 0.12037597596645355, 0.3293241858482361]","[1.0, 0.0]"
"[-0.16840054094791412, -0.23411725461483002, 0.12696246802806854, 0.6574124693870544]","[0.0, 1.0]"
"[-0.1730828881263733, -0.04096982255578041, 0.14011071622371674, 0.4072500169277191]","[0.0, 1.0]"
"[-0.17390228807926178, 0.1519162654876709, 0.14825570583343506, 0.16181403398513794]","[0.0, 1.0]"
"[-0.17086395621299744, 0.3446391224861145, 0.15149198472499847, -0.08067137002944946]","[0.0, 1.0]"
"[-0.1639711707830429, 0.5373014211654663, 0.14987856149673462, -0.32198652625083923]","[0.0, 1.0]"
"[-0.1532251536846161, 0.7300066947937012, 0.14343883097171783, -0.563904345035553]","[0.0, 1.0]"
"[-0.13862501084804535, 0.9228556156158447, 0.1321607530117035, -0.8081803917884827]","[1.0, 0.0]"
"[-0.12016790360212326, 0.7261941432952881, 0.11599713563919067, -0.47701841592788696]","[1.0, 0.0]"
"[-0.10564401745796204, 0.52964186668396, 0.10645677149295807, -0.1501445323228836]","[0.0, 1.0]"
"[-0.09505118429660797, 0.7230910658836365, 0.10345388203859329, -0.40743646025657654]","[0.0, 1.0]"
"[-0.08058936148881912, 0.9166056513786316, 0.09530515223741531, -0.665795087814331]","[0.0, 1.0]"
"[-0.062257248908281326, 1.1102818250656128, 0.08198925107717514, -0.9270137548446655]","[0.0, 1.0]"
"[-0.04005160927772522, 1.3042067289352417, 0.06344897300004959, -1.1928460597991943]","[1.0, 0.0]"
"[-0.013967476785182953, 1.1083228588104248, 0.03959205374121666, -0.8809700608253479]","[1.0, 0.0]"
"[0.008198981173336506, 0.9126861095428467, 0.021972650662064552, -0.5761078596115112]","[1.0, 0.0]"
"[0.026452703401446342, 0.7172631621360779, 0.010450493544340134, -0.2765847444534302]","[1.0, 0.0]"
"[0.040797967463731766, 0.5219936966896057, 0.004918798804283142, 0.019375866279006004]","[1.0, 0.0]"
"[0.051237840205430984, 0.3268015384674072, 0.005306316073983908, 0.3136066496372223]","[0.0, 1.0]"
"[0.05777387320995331, 0.5218474864959717, 0.011578449048101902, 0.022601891309022903]","[0.0, 1.0]"
"[0.06821082532405853, 0.7168015241622925, 0.012030486948788166, -0.26640552282333374]","[1.0, 0.0]"
"[0.08254685252904892, 0.5215099453926086, 0.006702376529574394, 0.030047502368688583]","[0.0, 1.0]"
"[0.09297705441713333, 0.7165351510047913, 0.007303326856344938, -0.2605132460594177]","[0.0, 1.0]"
"[0.10730775445699692, 0.9115520715713501, 0.002093062037602067, -0.5508837103843689]","[0.0, 1.0]"
"[0.12553879618644714, 1.106644630432129, -0.00892461184412241, -0.8429064154624939]","[0.0, 1.0]"
"[0.1476716846227646, 1.3018871545791626, -0.025782739743590355, -1.1383824348449707]","[1.0, 0.0]"
"[0.173709437251091, 1.1071116924285889, -0.04855038970708847, -0.8538956642150879]","[1.0, 0.0]"
"[0.195851668715477, 0.91268390417099, -0.0656283050775528, -0.5768658518791199]","[0.0, 1.0]"
"[0.21410533785820007, 1.108661413192749, -0.0771656185388565, -0.8894801139831543]","[1.0, 0.0]"
"[0.23627857863903046, 0.9146665930747986, -0.09495522081851959, -0.6220179796218872]","[1.0, 0.0]"
"[0.25457191467285156, 0.7209898829460144, -0.10739558190107346, -0.3606865704059601]","[0.0, 1.0]"
"[0.26899170875549316, 0.9174614548683167, -0.11460931599140167, -0.6852096319198608]","[1.0, 0.0]"
"[0.2873409390449524, 0.7241014838218689, -0.12831351161003113, -0.4306938648223877]","[0.0, 1.0]"
"[0.3018229603767395, 0.9207846522331238, -0.13692738115787506, -0.7609140276908875]","[1.0, 0.0]"
"[0.3202386498451233, 0.7277880311012268, -0.15214566886425018, -0.5142596960067749]","[0.0, 1.0]"
"[0.33479440212249756, 0.9246883988380432, -0.16243085265159607, -0.8507568836212158]","[1.0, 0.0]"
"[0.3532881736755371, 0.7321094870567322, -0.1794459968805313, -0.6132358312606812]","[0.0, 1.0]"
"[0.3679303824901581, 0.9292251467704773, -0.1917107105255127, -0.9566360116004944]","[1.0, 0.0]"
"[0.04192819818854332, -0.0414341539144516, -7.456514867953956e-05, 0.02414063736796379]","[0.0, 1.0]"
"[0.041099514812231064, 0.15368886291980743, 0.000408247607992962, -0.2685658037662506]","[1.0, 0.0]"
"[0.04417329281568527, -0.041438907384872437, -0.0049630687572062016, 0.0242458488792181]","[1.0, 0.0]"
"[0.043344516307115555, -0.23648932576179504, -0.004478151910007, 0.3153587579727173]","[1.0, 0.0]"
"[0.038614727556705475, -0.43154722452163696, 0.00182902324013412, 0.606626033782959]","[0.0, 1.0]"
"[0.02998378500342369, -0.23645088076591492, 0.013961544260382652, 0.3145197927951813]","[0.0, 1.0]"
"[0.025254767388105392, -0.04153056442737579, 0.020251940935850143, 0.02627236768603325]","[0.0, 1.0]"
"[0.024424156174063683, 0.15329518914222717, 0.02077738754451275, -0.2599526643753052]","[1.0, 0.0]"
"[0.02749006077647209, -0.04211711138486862, 0.015578334219753742, 0.03921062499284744]","[1.0, 0.0]"
"[0.026647718623280525, -0.2374589443206787, 0.016362546011805534, 0.33676767349243164]","[1.0, 0.0]"
"[0.021898537874221802, -0.43280988931655884, 0.023097900673747063, 0.6345652341842651]","[0.0, 1.0]"
"[0.01324234064668417, -0.23801760375499725, 0.03578920289874077, 0.3492449223995209]","[1.0, 0.0]"
"[0.008481988683342934, -0.4336298108100891, 0.042774103581905365, 0.6529951095581055]","[0.0, 1.0]"
"[-0.00019060717022512108, -0.23912878334522247, 0.055834006518125534, 0.37408217787742615]","[1.0, 0.0]"
"[-0.004973182920366526, -0.43499755859375, 0.06331564486026764, 0.6838341951370239]","[1.0, 0.0]"
"[-0.01367313414812088, -0.6309388875961304, 0.07699233293533325, 0.9957595467567444]","[0.0, 1.0]"
"[-0.02629191055893898, -0.43692630529403687, 0.09690752625465393, 0.728216290473938]","[0.0, 1.0]"
"[-0.035030435770750046, -0.24326807260513306, 0.11147184669971466, 0.467538058757782]","[0.0, 1.0]"
"[-0.03989579901099205, -0.049882955849170685, 0.12082260847091675, 0.2119656652212143]","[0.0, 1.0]"
"[-0.04089345782995224, 0.14332294464111328, 0.12506192922592163, -0.040294941514730453]","[0.0, 1.0]"
"[-0.038026999682188034, 0.3364503085613251, 0.12425602227449417, -0.2910510301589966]","[0.0, 1.0]"
"[-0.031297992914915085, 0.5296016931533813, 0.11843500286340714, -0.5421069860458374]","[0.0, 1.0]"
"[-0.02070595882833004, 0.7228773832321167, 0.1075928658246994, -0.7952510714530945]","[1.0, 0.0]"
"[-0.006248412188142538, 0.5264562368392944, 0.09168784320354462, -0.4707518219947815]","[1.0, 0.0]"
"[0.0042807129211723804, 0.33016690611839294, 0.08227280527353287, -0.15063609182834625]","[0.0, 1.0]"
"[0.010884051211178303, 0.5240203142166138, 0.07926008105278015, -0.4162716567516327]","[1.0, 0.0]"
"[0.02136445790529251, 0.3278697729110718, 0.07093465328216553, -0.0996914878487587]","[0.0, 1.0]"
"[0.027921851724386215, 0.5219071507453918, 0.06894081830978394, -0.3691783547401428]","[1.0, 0.0]"
"[0.03835999593138695, 0.3258768618106842, 0.06155725196003914, -0.05557885020971298]","[0.0, 1.0]"
"[0.04487753286957741, 0.520064651966095, 0.06044567748904228, -0.328222393989563]","[0.0, 1.0]"
"[0.055278826504945755, 0.7142763137817383, 0.05388122797012329, -0.6012476682662964]","[1.0, 0.0]"
"[0.0695643499493599, 0.5184437036514282, 0.041856274008750916, -0.29209160804748535]","[1.0, 0.0]"
"[0.07993322610855103, 0.32275068759918213, 0.03601444140076637, 0.013492923229932785]","[0.0, 1.0]"
"[0.0863882377743721, 0.5173381567001343, 0.036284301429986954, -0.267613023519516]","[1.0, 0.0]"
"[0.09673500061035156, 0.32171764969825745, 0.030932040885090828, 0.03628982976078987]","[0.0, 1.0]"
"[0.10316935926675797, 0.5163826942443848, 0.03165783733129501, -0.2464754730463028]","[1.0, 0.0]"
"[0.11349701136350632, 0.32082322239875793, 0.026728328317403793, 0.05602257326245308]","[0.0, 1.0]"
"[0.11991347372531891, 0.5155519247055054, 0.027848780155181885, -0.2281089723110199]","[1.0, 0.0]"
"[0.13022451102733612, 0.32004332542419434, 0.023286599665880203, 0.07322674244642258]","[0.0, 1.0]"
"[0.13662537932395935, 0.5148237943649292, 0.02475113421678543, -0.2120191603899002]","[0.0, 1.0]"
"[0.14692185819149017, 0.7095832824707031, 0.020510751754045486, -0.49679282307624817]","[1.0, 0.0]"
"[0.16111351549625397, 0.5141782164573669, 0.01057489588856697, -0.19771713018417358]","[1.0, 0.0]"
"[0.17139708995819092, 0.31890663504600525, 0.006620552856475115, 0.09828285872936249]","[0.0, 1.0]"
"[0.17777521908283234, 0.5139330625534058, 0.008586210198700428, -0.19230397045612335]","[0.0, 1.0]"
"[0.18805387616157532, 0.7089311480522156, 0.0047401306219398975, -0.48226597905158997]","[1.0, 0.0]"
"[0.2022325098514557, 0.5137426257133484, -0.004905188921838999, -0.1880928874015808]","[0.0, 1.0]"
"[0.21250735223293304, 0.7089344263076782, -0.008667046204209328, -0.4823191463947296]","[0.0, 1.0]"
"[0.2266860455274582, 0.9041776061058044, -0.01831343024969101, -0.7777210474014282]","[0.0, 1.0]"
"[0.2447696030139923, 1.0995465517044067, -0.03386785089969635, -1.0761091709136963]","[0.0, 1.0]"
"[0.26676052808761597, 1.295099139213562, -0.05539003387093544, -1.3792251348495483]","[0.0, 1.0]"
"[0.29266250133514404, 1.490867257118225, -0.08297453820705414, -1.688703179359436]","[1.0, 0.0]"
"[0.32247984409332275, 1.2967967987060547, -0.11674860119819641, -1.4229655265808105]","[0.0, 1.0]"
"[0.3484157919883728, 1.4931528568267822, -0.14520791172981262, -1.7497408390045166]","[1.0, 0.0]"
"[0.37827885150909424, 1.29994797706604, -0.18020272254943848, -1.5055248737335205]","[1.0, 0.0]"
"[0.020407725125551224, -0.015754729509353638, -0.022924287244677544, 0.004423803184181452]","[0.0, 1.0]"
"[0.02009263075888157, 0.17968836426734924, -0.022835811600089073, -0.2954029440879822]","[1.0, 0.0]"
"[0.023686397820711136, -0.015100719407200813, -0.028743870556354523, -0.010008659213781357]","[1.0, 0.0]"
"[0.02338438294827938, -0.2097989022731781, -0.028944043442606926, 0.2734684348106384]","[0.0, 1.0]"
"[0.019188404083251953, -0.014276178553700447, -0.02347467467188835, -0.028201160952448845]","[0.0, 1.0]"
"[0.01890288107097149, 0.1811744123697281, -0.02403869852423668, -0.328197181224823]","[1.0, 0.0]"
"[0.022526368498802185, -0.013597212731838226, -0.03060264140367508, -0.043190859258174896]","[0.0, 1.0]"
"[0.022254424169659615, 0.1819498986005783, -0.03146645799279213, -0.34536996483802795]","[1.0, 0.0]"
"[0.025893423706293106, -0.012710637412965298, -0.038373857736587524, -0.06277330964803696]","[1.0, 0.0]"
"[0.025639209896326065, -0.20726197957992554, -0.03962932527065277, 0.21755972504615784]","[1.0, 0.0]"
"[0.021493971347808838, -0.4017956852912903, -0.03527813032269478, 0.49748319387435913]","[0.0, 1.0]"
"[0.013458057306706905, -0.20619451999664307, -0.025328466668725014, 0.1938944011926651]","[1.0, 0.0]"
"[0.009334166534245014, -0.40094518661499023, -0.021450579166412354, 0.47848090529441833]","[0.0, 1.0]"
"[0.0013152629835531116, -0.20552705228328705, -0.011880960315465927, 0.1791151612997055]","[1.0, 0.0]"
"[-0.0027952780947089195, -0.40047699213027954, -0.008298656903207302, 0.4680265188217163]","[0.0, 1.0]"
"[-0.010804818011820316, -0.20523878931999207, 0.0010618732776492834, 0.17273952066898346]","[0.0, 1.0]"
"[-0.014909593388438225, -0.010132049210369587, 0.004516663495451212, -0.11960823833942413]","[1.0, 0.0]"
"[-0.015112234279513359, -0.205318421125412, 0.0021244988311082125, 0.17449623346328735]","[0.0, 1.0]"
"[-0.019218603149056435, -0.010226938873529434, 0.00561442319303751, -0.11751572787761688]","[1.0, 0.0]"
"[-0.019423142075538635, -0.20542888343334198, 0.0032641086727380753, 0.1769331991672516]","[0.0, 1.0]"
"[-0.0235317200422287, -0.010353795252740383, 0.0068027726374566555, -0.1147182285785675]","[0.0, 1.0]"
"[-0.023738795891404152, 0.18467003107070923, 0.00450840825214982, -0.40524718165397644]","[1.0, 0.0]"
"[-0.020045394077897072, -0.010515570640563965, -0.0035965354181826115, -0.11114630103111267]","[0.0, 1.0]"
