observation,action
"[-0.1646600067615509, 0.046015720814466476, -0.003336228895932436, -0.2404472529888153]","[1.0, 0.0]"
"[-0.16373969614505768, -0.14905841648578644, -0.008145174011588097, 0.05118146538734436]","[0.0, 1.0]"
"[-0.16672086715698242, 0.04617937654256821, -0.007121544796973467, -0.24406015872955322]","[1.0, 0.0]"
"[-0.16579727828502655, -0.14884012937545776, -0.012002747505903244, 0.04636797308921814]","[0.0, 1.0]"
"[-0.1687740832567215, 0.04645185172557831, -0.011075388640165329, -0.25007763504981995]","[1.0, 0.0]"
"[-0.16784504055976868, -0.14851020276546478, -0.016076941043138504, 0.03909141197800636]","[0.0, 1.0]"
"[-0.17081524431705475, 0.046838559210300446, -0.015295112505555153, -0.2586202621459961]","[1.0, 0.0]"
"[-0.16987846791744232, -0.14806173741817474, -0.020467517897486687, 0.029199380427598953]","[0.0, 1.0]"
"[-0.1728397011756897, 0.04734766483306885, -0.0198835302144289, -0.2698703408241272]","[1.0, 0.0]"
"[-0.17189276218414307, -0.14748497307300568, -0.025280937552452087, 0.01647547259926796]","[1.0, 0.0]"
"[-0.1748424619436264, -0.34223541617393494, -0.024951428174972534, 0.3010759949684143]","[0.0, 1.0]"
"[-0.1816871613264084, -0.14676688611507416, -0.01892990805208683, 0.0006294886698015034]","[1.0, 0.0]"
"[-0.18462249636650085, -0.341612309217453, -0.018917318433523178, 0.28728020191192627]","[0.0, 1.0]"
"[-0.19145475327968597, -0.14622576534748077, -0.01317171473056078, -0.011308543384075165]","[1.0, 0.0]"
"[-0.19437925517559052, -0.34115636348724365, -0.013397885486483574, 0.27718961238861084]","[0.0, 1.0]"
"[-0.201202392578125, -0.14584586024284363, -0.007854093797504902, -0.01968870498239994]","[1.0, 0.0]"
"[-0.20411930978298187, -0.340854287147522, -0.008247867226600647, 0.2705058455467224]","[0.0, 1.0]"
"[-0.21093639731407166, -0.1456156224012375, -0.0028377503622323275, -0.024767039343714714]","[1.0, 0.0]"
"[-0.21384871006011963, -0.3406967520713806, -0.0033330912701785564, 0.2670191824436188]","[0.0, 1.0]"
"[-0.22066263854503632, -0.1455274075269699, 0.002007292816415429, -0.02671314775943756]","[1.0, 0.0]"
"[-0.22357319295406342, -0.3406780958175659, 0.0014730297261849046, 0.26660242676734924]","[0.0, 1.0]"
"[-0.23038674890995026, -0.14557719230651855, 0.006805078126490116, -0.02561553195118904]","[1.0, 0.0]"
"[-0.23329828679561615, -0.3407960534095764, 0.006292767822742462, 0.2692066729068756]","[0.0, 1.0]"
"[-0.2401142120361328, -0.14576448500156403, 0.011676901020109653, -0.021484844386577606]","[0.0, 1.0]"
"[-0.24302950501441956, 0.04918808490037918, 0.01124720461666584, -0.3104608356952667]","[1.0, 0.0]"
"[-0.24204574525356293, -0.14609229564666748, 0.005037988070398569, -0.014252178370952606]","[0.0, 1.0]"
"[-0.24496759474277496, 0.04895704984664917, 0.004752944223582745, -0.30534130334854126]","[1.0, 0.0]"
"[-0.24398845434188843, -0.14623230695724487, -0.0013538817875087261, -0.011163219809532166]","[0.0, 1.0]"
"[-0.2469130903482437, 0.048909030854701996, -0.001577146234922111, -0.30427300930023193]","[1.0, 0.0]"
"[-0.24593491852283478, -0.14619040489196777, -0.007662606425583363, -0.012087889946997166]","[1.0, 0.0]"
"[-0.2488587200641632, -0.34120163321495056, -0.007904363796114922, 0.27816757559776306]","[0.0, 1.0]"
"[-0.2556827664375305, -0.14596781134605408, -0.0023410124704241753, -0.01699785888195038]","[1.0, 0.0]"
"[-0.258602112531662, -0.34105610847473145, -0.0026809696573764086, 0.27494552731513977]","[0.0, 1.0]"
"[-0.2654232382774353, -0.14589601755142212, 0.0028179408982396126, -0.018581770360469818]","[0.0, 1.0]"
"[-0.26834115386009216, 0.049185410141944885, 0.0024463054724037647, -0.31037425994873047]","[1.0, 0.0]"
"[-0.2673574388027191, -0.14597131311893463, -0.00376117997802794, -0.01692085713148117]","[0.0, 1.0]"
"[-0.27027687430381775, 0.04920437932014465, -0.004099597223103046, -0.310788094997406]","[1.0, 0.0]"
"[-0.26929277181625366, -0.14585892856121063, -0.010315359570086002, -0.019400883466005325]","[1.0, 0.0]"
"[-0.2722099721431732, -0.3408314287662506, -0.01070337649434805, 0.2700096666812897]","[0.0, 1.0]"
"[-0.279026597738266, -0.14555838704109192, -0.0053031835705041885, -0.026029860600829124]","[1.0, 0.0]"
"[-0.28193774819374084, -0.34060388803482056, -0.005823780782520771, 0.2649751603603363]","[0.0, 1.0]"
"[-0.2887498438358307, -0.1453993022441864, -0.0005242779734544456, -0.029538951814174652]","[1.0, 0.0]"
"[-0.29165783524513245, -0.3405137360095978, -0.0011150570353493094, 0.26297852396965027]","[0.0, 1.0]"
"[-0.29846808314323425, -0.14537587761878967, 0.004144513513892889, -0.030055904760956764]","[0.0, 1.0]"
"[-0.3013756275177002, 0.04968638718128204, 0.003543395083397627, -0.3214283287525177]","[1.0, 0.0]"
"[-0.3003818988800049, -0.14548584818840027, -0.0028851712122559547, -0.027630051597952843]","[0.0, 1.0]"
"[-0.3032916188240051, 0.04967736452817917, -0.00343777216039598, -0.32122188806533813]","[1.0, 0.0]"
"[-0.30229806900024414, -0.1453954577445984, -0.009862209670245647, -0.029625076800584793]","[1.0, 0.0]"
"[-0.30520597100257874, -0.340374618768692, -0.010454711504280567, 0.25992998480796814]","[0.0, 1.0]"
"[-0.3120134472846985, -0.14510497450828552, -0.005256111733615398, -0.03603208810091019]","[1.0, 0.0]"
"[-0.31491556763648987, -0.3401511609554291, -0.0059767537750303745, 0.2549878656864166]","[0.0, 1.0]"
"[-0.32171857357025146, -0.14494438469409943, -0.0008769965497776866, -0.03957422822713852]","[1.0, 0.0]"
"[-0.324617475271225, -0.3400537669658661, -0.0016684811562299728, 0.2528318762779236]","[0.0, 1.0]"
"[-0.33141854405403137, -0.14490801095962524, 0.003388156183063984, -0.04037686437368393]","[0.0, 1.0]"
"[-0.3343167006969452, 0.05016518384218216, 0.00258061895146966, -0.3319888710975647]","[1.0, 0.0]"
"[-0.3333134055137634, -0.14499340951442719, -0.004059158265590668, -0.038493260741233826]","[0.0, 1.0]"
"[-0.33621326088905334, 0.05018651857972145, -0.004829023499041796, -0.332454115152359]","[1.0, 0.0]"
"[-0.33520954847335815, -0.14486636221408844, -0.011478106491267681, -0.04129793494939804]","[1.0, 0.0]"
"[-0.3381068706512451, -0.33982184529304504, -0.012304064817726612, 0.24774155020713806]","[0.0, 1.0]"
"[-0.34490329027175903, -0.14452636241912842, -0.007349234074354172, -0.048796817660331726]","[1.0, 0.0]"
"[-0.3477938175201416, -0.3395421802997589, -0.008325169794261456, 0.24155832827091217]","[0.0, 1.0]"
"[-0.354584664106369, -0.14430229365825653, -0.0034940035548061132, -0.05373890697956085]","[1.0, 0.0]"
"[-0.35747072100639343, -0.33937397599220276, -0.004568781703710556, 0.23783959448337555]","[0.0, 1.0]"
"[-0.36425819993019104, -0.1441870480775833, 0.0001880101190181449, -0.0562809556722641]","[1.0, 0.0]"
"[-0.3671419322490692, -0.3393116891384125, -0.000937609001994133, 0.23646128177642822]","[0.0, 1.0]"
"[-0.37392815947532654, -0.14417636394500732, 0.003791616763919592, -0.05651724711060524]","[0.0, 1.0]"
"[-0.3768117129802704, 0.05089102312922478, 0.002661271719262004, -0.34800148010253906]","[1.0, 0.0]"
"[-0.3757938742637634, -0.1442686766386032, -0.004298757761716843, -0.054480552673339844]","[1.0, 0.0]"
"[-0.3786792457103729, -0.33932873606681824, -0.0053883688524365425, 0.23684298992156982]","[0.0, 1.0]"
"[-0.3854658305644989, -0.14413021504878998, -0.0006515091517940164, -0.05753470957279205]","[0.0, 1.0]"
"[-0.38834843039512634, 0.05100107565522194, -0.001802203361876309, -0.350423127412796]","[1.0, 0.0]"
"[-0.3873284161090851, -0.14409519731998444, -0.00881066545844078, -0.05830903351306915]","[1.0, 0.0]"
"[-0.3902103006839752, -0.3390897214412689, -0.009976846165955067, 0.23158109188079834]","[0.0, 1.0]"
"[-0.39699211716651917, -0.1438266485929489, -0.005345224402844906, -0.06423208862543106]","[1.0, 0.0]"
"[-0.3998686373233795, -0.3388715386390686, -0.00662986608222127, 0.22675959765911102]","[0.0, 1.0]"
"[-0.40664607286453247, -0.14365547895431519, -0.0020946741569787264, -0.06800723075866699]","[1.0, 0.0]"
"[-0.4095191955566406, -0.3387473523616791, -0.003454818855971098, 0.2240140736103058]","[0.0, 1.0]"
"[-0.416294127702713, -0.14357617497444153, 0.0010254626395180821, -0.06975662708282471]","[1.0, 0.0]"
"[-0.41916564106941223, -0.33871281147003174, -0.0003696699859574437, 0.2232496589422226]","[0.0, 1.0]"
"[-0.4259399175643921, -0.14358557760715485, 0.004095323383808136, -0.06954985111951828]","[0.0, 1.0]"
"[-0.42881160974502563, 0.05147741362452507, 0.00270432629622519, -0.36093786358833313]","[1.0, 0.0]"
"[-0.4277820587158203, -0.14368286728858948, -0.004514431115239859, -0.06740344315767288]","[0.0, 1.0]"
"[-0.43065571784973145, 0.051503509283065796, -0.005862500052899122, -0.36150726675987244]","[1.0, 0.0]"
"[-0.42962566018104553, -0.1435346156358719, -0.013092645443975925, -0.07067866623401642]","[1.0, 0.0]"
"[-0.4324963390827179, -0.33846643567085266, -0.014506218954920769, 0.2178448885679245]","[0.0, 1.0]"
"[-0.4392656683921814, -0.14314016699790955, -0.010149321518838406, -0.0793783962726593]","[1.0, 0.0]"
"[-0.4421284794807434, -0.3381151556968689, -0.011736889369785786, 0.2100851833820343]","[0.0, 1.0]"
"[-0.4488907754421234, -0.1428273767232895, -0.007535185664892197, -0.08627688139677048]","[1.0, 0.0]"
"[-0.451747328042984, -0.3378404974937439, -0.009260723367333412, 0.2040191888809204]","[0.0, 1.0]"
"[-0.4585041403770447, -0.142587348818779, -0.005180339328944683, -0.09157059341669083]","[1.0, 0.0]"
"[-0.46135589480400085, -0.3376346826553345, -0.007011751178652048, 0.19947344064712524]","[0.0, 1.0]"
"[-0.468108594417572, -0.14241313934326172, -0.003022282151505351, -0.09541309624910355]","[1.0, 0.0]"
"[-0.47095686197280884, -0.33749163150787354, -0.004930544178932905, 0.19631478190422058]","[0.0, 1.0]"
"[-0.4777066707611084, -0.14229951798915863, -0.0010042486246675253, -0.09791943430900574]","[1.0, 0.0]"
"[-0.48055267333984375, -0.33740705251693726, -0.0029626372270286083, 0.19444648921489716]","[0.0, 1.0]"
"[-0.4873008131980896, -0.14224284887313843, 0.0009262925013899803, -0.09916955232620239]","[1.0, 0.0]"
"[-0.4901456832885742, -0.33737805485725403, -0.0010570985032245517, 0.19380547106266022]","[0.0, 1.0]"
"[-0.4968932271003723, -0.14224101603031158, 0.0028190109878778458, -0.09921073168516159]","[1.0, 0.0]"
"[-0.49973803758621216, -0.33740323781967163, 0.00083479646127671, 0.19436025619506836]","[0.0, 1.0]"
"[-0.5064861178398132, -0.14229324460029602, 0.004722001496702433, -0.09805921465158463]","[0.0, 1.0]"
"[-0.509332001209259, 0.05276070535182953, 0.002760817063972354, -0.38924863934516907]","[1.0, 0.0]"
"[-0.5082767605781555, -0.142400324344635, -0.005024155601859093, -0.09569652378559113]","[1.0, 0.0]"
"[-0.5111247897148132, -0.33744990825653076, -0.0069380858913064, 0.19539706408977509]","[0.0, 1.0]"
"[-0.5178737640380859, -0.14222940802574158, -0.0030301446095108986, -0.09946642071008682]","[1.0, 0.0]"
"[-0.5207183361053467, -0.33730778098106384, -0.005019472911953926, 0.19225895404815674]","[0.0, 1.0]"
"[-0.5274645090103149, -0.14211440086364746, -0.001174293807707727, -0.10200316458940506]","[1.0, 0.0]"
"[-0.5303068161010742, -0.3372195065021515, -0.003214356955140829, 0.1903090476989746]","[0.0, 1.0]"
"[-0.5370512008666992, -0.14205171167850494, 0.0005918238894082606, -0.10338614135980606]","[0.0, 1.0]"
"[-0.5398922562599182, 0.05306175351142883, -0.001475899014621973, -0.3958822786808014]","[1.0, 0.0]"
"[-0.5388309955596924, -0.1420392245054245, -0.009393544867634773, -0.1036650538444519]","[1.0, 0.0]"
"[-0.5416717529296875, -0.33702531456947327, -0.011466845870018005, 0.1860395073890686]","[0.0, 1.0]"
"[-0.5484122633934021, -0.14174118638038635, -0.007746055722236633, -0.11023860424757004]","[1.0, 0.0]"
"[-0.5512471199035645, -0.3367512822151184, -0.009950827807188034, 0.17999045550823212]","[0.0, 1.0]"
"[-0.5579821467399597, -0.14148835837841034, -0.006351018790155649, -0.1158149242401123]","[1.0, 0.0]"
"[-0.5608118772506714, -0.3365187346935272, -0.00866731721907854, 0.17485755681991577]","[0.0, 1.0]"
"[-0.5675422549247742, -0.14127382636070251, -0.005170166026800871, -0.12054697424173355]","[1.0, 0.0]"
"[-0.5703677535057068, -0.33632132411003113, -0.0075811054557561874, 0.17050033807754517]","[0.0, 1.0]"
"[-0.5770941972732544, -0.14109168946743011, -0.0041710990481078625, -0.1245645210146904]","[1.0, 0.0]"
"[-0.5799160003662109, -0.33615362644195557, -0.006662389263510704, 0.16679956018924713]","[0.0, 1.0]"
"[-0.5866391062736511, -0.1409369558095932, -0.0033263983204960823, -0.12797769904136658]","[1.0, 0.0]"
"[-0.5894578099250793, -0.3360110819339752, -0.005885952152311802, 0.16365393996238708]","[0.0, 1.0]"
"[-0.5961780548095703, -0.14080537855625153, -0.0026128734461963177, -0.13088002800941467]","[1.0, 0.0]"
"[-0.5989941358566284, -0.3358898162841797, -0.005230473820120096, 0.16097743809223175]","[0.0, 1.0]"
"[-0.6057119369506836, -0.14069336652755737, -0.002010925440117717, -0.13335096836090088]","[1.0, 0.0]"
"[-0.608525812625885, -0.33578646183013916, -0.00467794481664896, 0.15869686007499695]","[0.0, 1.0]"
"[-0.615241527557373, -0.1405978500843048, -0.00150400772690773, -0.13545817136764526]","[1.0, 0.0]"
"[-0.6180534958839417, -0.3356982171535492, -0.004213171079754829, 0.15674988925457]","[0.0, 1.0]"
"[-0.6247674822807312, -0.14051620662212372, -0.0010781734017655253, -0.13725921511650085]","[1.0, 0.0]"
"[-0.6275777816772461, -0.3356226980686188, -0.0038233576342463493, 0.15508337318897247]","[0.0, 1.0]"
"[-0.6342902183532715, -0.14044621586799622, -0.0007216902449727058, -0.13880327343940735]","[1.0, 0.0]"
"[-0.6370991468429565, -0.33555781841278076, -0.003497755853459239, 0.1536518782377243]","[0.0, 1.0]"
"[-0.6438103318214417, -0.1403859555721283, -0.00042471825145184994, -0.14013245701789856]","[1.0, 0.0]"
"[-0.6466180682182312, -0.3355018198490143, -0.0032273672986775637, 0.15241645276546478]","[0.0, 1.0]"
"[-0.6533280611038208, -0.14033381640911102, -0.00017903844127431512, -0.14128288626670837]","[0.0, 1.0]"
"[-0.6561347842216492, 0.05479070544242859, -0.0030046962201595306, -0.43402230739593506]","[1.0, 0.0]"
"[-0.6550389528274536, -0.1402885764837265, -0.011685142293572426, -0.14228807389736176]","[1.0, 0.0]"
"[-0.6578447222709656, -0.33524125814437866, -0.014530903659760952, 0.1466856151819229]","[0.0, 1.0]"
"[-0.6645495295524597, -0.13991425931453705, -0.011597191914916039, -0.1505458801984787]","[1.0, 0.0]"
"[-0.6673478484153748, -0.3348682224750519, -0.014608109369874, 0.13845592737197876]","[0.0, 1.0]"
"[-0.674045205116272, -0.13954013586044312, -0.01183899026364088, -0.15879958868026733]","[1.0, 0.0]"
"[-0.6768360137939453, -0.3344905972480774, -0.015014982782304287, 0.130125030875206]","[0.0, 1.0]"
"[-0.683525800704956, -0.13915681838989258, -0.01241248194128275, -0.16725684702396393]","[1.0, 0.0]"
"[-0.6863089203834534, -0.3340989053249359, -0.015757618471980095, 0.12148459255695343]","[0.0, 1.0]"
"[-0.6929908990859985, -0.13875479996204376, -0.013327927328646183, -0.17612776160240173]","[1.0, 0.0]"
"[-0.695766031742096, -0.33368349075317383, -0.016850482672452927, 0.11232102662324905]","[0.0, 1.0]"
"[-0.7024396657943726, -0.13832420110702515, -0.014604061841964722, -0.18563012778759003]","[1.0, 0.0]"
"[-0.7052061557769775, -0.33323419094085693, -0.018316663801670074, 0.102410227060318]","[0.0, 1.0]"
"[-0.7118708491325378, -0.13785459101200104, -0.01626846008002758, -0.1959948092699051]","[1.0, 0.0]"
"[-0.7146279215812683, -0.33274009823799133, -0.020188355818390846, 0.09151206910610199]","[0.0, 1.0]"
"[-0.7212827205657959, -0.1373346894979477, -0.01835811510682106, -0.20747129619121552]","[1.0, 0.0]"
"[-0.7240294218063354, -0.3321893811225891, -0.02250754088163376, 0.07936451584100723]","[0.0, 1.0]"
"[-0.7306732535362244, -0.13675212860107422, -0.020920250564813614, -0.2203337699174881]","[1.0, 0.0]"
"[-0.7334082722663879, -0.3315688967704773, -0.0253269262611866, 0.06567732989788055]","[0.0, 1.0]"
"[-0.7400396466255188, -0.1360931545495987, -0.024013379588723183, -0.23488757014274597]","[1.0, 0.0]"
"[-0.742761492729187, -0.33086392283439636, -0.02871113084256649, 0.05012510344386101]","[0.0, 1.0]"
"[-0.7493788003921509, -0.1353422999382019, -0.02770862728357315, -0.25147637724876404]","[1.0, 0.0]"
"[-0.7520856261253357, -0.33005785942077637, -0.032738156616687775, 0.032339535653591156]","[0.0, 1.0]"
"[-0.7586867809295654, -0.13448208570480347, -0.03209136426448822, -0.27049019932746887]","[1.0, 0.0]"
"[-0.7613764405250549, -0.32913175225257874, -0.03750116750597954, 0.011900702491402626]","[0.0, 1.0]"
"[-0.7679590582847595, -0.1334926038980484, -0.03726315498352051, -0.2923744320869446]","[1.0, 0.0]"
"[-0.7706289291381836, -0.3280639946460724, -0.043110642582178116, -0.011672801338136196]","[0.0, 1.0]"
"[-0.7771902084350586, -0.1323511302471161, -0.04334409907460213, -0.31763991713523865]","[1.0, 0.0]"
"[-0.7798372507095337, -0.32682979106903076, -0.0496968999505043, -0.038935091346502304]","[0.0, 1.0]"
"[-0.7863737940788269, -0.13103172183036804, -0.050475601106882095, -0.346874475479126]","[1.0, 0.0]"
"[-0.7889944314956665, -0.325400710105896, -0.05741309002041817, -0.07052581757307053]","[0.0, 1.0]"
"[-0.7955024838447571, -0.12950466573238373, -0.0588236041367054, -0.3807559311389923]","[1.0, 0.0]"
"[-0.7980925440788269, -0.32374414801597595, -0.06643872708082199, -0.10718481242656708]","[1.0, 0.0]"
"[-0.8045674562454224, -0.5178542137145996, -0.06858242303133011, 0.16381928324699402]","[0.0, 1.0]"
"[-0.8149245381355286, -0.3218209147453308, -0.06530603766441345, -0.149686798453331]","[1.0, 0.0]"
"[-0.8213609457015991, -0.5159499049186707, -0.06829977035522461, 0.12169957160949707]","[0.0, 1.0]"
"[-0.8316799402236938, -0.31991925835609436, -0.06586577743291855, -0.19172532856464386]","[1.0, 0.0]"
"[-0.8380783200263977, -0.5140401124954224, -0.06970028579235077, 0.07947409152984619]","[0.0, 1.0]"
"[-0.8483591079711914, -0.31799182295799255, -0.06811080127954483, -0.23435965180397034]","[1.0, 0.0]"
"[-0.8547189831733704, -0.5120778679847717, -0.0727979987859726, 0.03608527407050133]","[0.0, 1.0]"
"[-0.8649605512619019, -0.3159915506839752, -0.07207629084587097, -0.27864885330200195]","[1.0, 0.0]"
"[-0.8712803721427917, -0.5100152492523193, -0.07764926552772522, -0.009541062638163567]","[0.0, 1.0]"
"[-0.8814806342124939, -0.31387051939964294, -0.07784008979797363, -0.3256775438785553]","[1.0, 0.0]"
"[-0.8877580761909485, -0.5078028440475464, -0.08435364067554474, -0.05852175131440163]","[1.0, 0.0]"
"[-0.8979141116142273, -0.7016203999519348, -0.0855240747332573, 0.20640026032924652]","[0.0, 1.0]"
"[-0.9119465351104736, -0.505386233329773, -0.08139607310295105, -0.11198864132165909]","[1.0, 0.0]"
"[-0.9220542907714844, -0.6992532014846802, -0.0836358442902565, 0.15394501388072968]","[0.0, 1.0]"
"[-0.9360393285751343, -0.5030394792556763, -0.0805569440126419, -0.1639070361852646]","[1.0, 0.0]"
"[-0.946100115776062, -0.6969213485717773, -0.08383508771657944, 0.1023145243525505]","[0.0, 1.0]"
"[-0.9600385427474976, -0.5007042288780212, -0.0817887932062149, -0.21559609472751617]","[1.0, 0.0]"
"[-0.9700525999069214, -0.6945675015449524, -0.08610071241855621, 0.050207559019327164]","[0.0, 1.0]"
"[-0.9839439988136292, -0.4983232021331787, -0.0850965678691864, -0.268350750207901]","[1.0, 0.0]"
"[-0.9939104318618774, -0.6921341419219971, -0.09046357870101929, -0.0036744889803230762]","[0.0, 1.0]"
"[-1.0077531337738037, -0.49583911895751953, -0.09053707122802734, -0.32347309589385986]","[1.0, 0.0]"
"[-1.017669916152954, -0.6895630955696106, -0.09700652956962585, -0.060658857226371765]","[1.0, 0.0]"
"[-1.0314611196517944, -0.8831700086593628, -0.09821970760822296, 0.1999109387397766]","[0.0, 1.0]"
"[-1.0491245985031128, -0.6867904663085938, -0.09422148764133453, -0.12206880748271942]","[1.0, 0.0]"
"[-1.062860369682312, -0.8804450631141663, -0.09666286408901215, 0.13946449756622314]","[0.0, 1.0]"
"[-1.0804692506790161, -0.6840811371803284, -0.09387357532978058, -0.18208107352256775]","[1.0, 0.0]"
"[-1.0941509008407593, -0.8777431845664978, -0.09751519560813904, 0.07957473397254944]","[0.0, 1.0]"
"[-1.1117057800292969, -0.6813684105873108, -0.09592369943857193, -0.24221210181713104]","[1.0, 0.0]"
"[-1.1253331899642944, -0.8749985694885254, -0.10076794773340225, 0.01873963698744774]","[0.0, 1.0]"
"[-1.1428331136703491, -0.6785867214202881, -0.1003931537270546, -0.30395931005477905]","[1.0, 0.0]"
"[-1.1564048528671265, -0.8721452951431274, -0.10647233575582504, -0.04454934969544411]","[1.0, 0.0]"
"[-1.1738477945327759, -1.0655921697616577, -0.10736332833766937, 0.21273398399353027]","[0.0, 1.0]"
"[-1.1951595544815063, -0.8691120743751526, -0.10310864448547363, -0.1117933839559555]","[1.0, 0.0]"
"[-1.2125418186187744, -1.0626170635223389, -0.1053445115685463, 0.14666222035884857]","[0.0, 1.0]"
"[-1.2337942123413086, -0.8661565780639648, -0.10241127014160156, -0.1773088425397873]","[1.0, 0.0]"
"[-1.2511173486709595, -1.0596752166748047, -0.10595744848251343, 0.08139187097549438]","[0.0, 1.0]"
"[-1.2723108530044556, -0.8632064461708069, -0.10432960838079453, -0.24275165796279907]","[1.0, 0.0]"
"[-1.2895749807357788, -1.0566954612731934, -0.1091846376657486, 0.015286417677998543]","[0.0, 1.0]"
"[-1.3107088804244995, -0.8601908087730408, -0.10887891054153442, -0.3097518980503082]","[1.0, 0.0]"
"[-1.32791268825531, -1.053606629371643, -0.11507394909858704, -0.05329328775405884]","[1.0, 0.0]"
"[-1.3489848375320435, -1.2469066381454468, -0.11613981425762177, 0.20098194479942322]","[0.0, 1.0]"
"[-1.3739229440689087, -1.050331711769104, -0.11212018132209778, -0.12596245110034943]","[1.0, 0.0]"
"[-1.3949295282363892, -1.2436838150024414, -0.11463942378759384, 0.12935025990009308]","[0.0, 1.0]"
"[-1.419803261756897, -1.0471221208572388, -0.11205241829156876, -0.19718706607818604]","[1.0, 0.0]"
"[-1.4407457113265991, -1.2404779195785522, -0.11599615961313248, 0.05815310403704643]","[0.0, 1.0]"
"[-1.465555191040039, -1.0439002513885498, -0.11483310163021088, -0.26875820755958557]","[1.0, 0.0]"
"[-1.4864332675933838, -1.2372121810913086, -0.1202082633972168, -0.014386897906661034]","[0.0, 1.0]"
"[-1.5111775398254395, -1.0405898094177246, -0.12049600481987, -0.3424483835697174]","[1.0, 0.0]"
"[-1.531989336013794, -1.2338098287582397, -0.12734496593475342, -0.09006005525588989]","[1.0, 0.0]"
"[-1.5566654205322266, -1.4268982410430908, -0.12914617359638214, 0.15988901257514954]","[0.0, 1.0]"
"[-1.5852034091949463, -1.2301865816116333, -0.12594838440418243, -0.17058467864990234]","[1.0, 0.0]"
"[-1.6098071336746216, -1.4233019351959229, -0.12936007976531982, 0.07986276596784592]","[0.0, 1.0]"
"[-1.6382732391357422, -1.2265857458114624, -0.1277628242969513, -0.25067198276519775]","[1.0, 0.0]"
"[-1.6628049612045288, -1.4196736812591553, -0.13277627527713776, -0.0008608641801401973]","[0.0, 1.0]"
"[-1.6911983489990234, -1.2229220867156982, -0.13279348611831665, -0.33231213688850403]","[1.0, 0.0]"
"[-1.7156568765640259, -1.415928602218628, -0.13943973183631897, -0.0842779129743576]","[1.0, 0.0]"
"[-1.7439754009246826, -1.6088049411773682, -0.14112529158592224, 0.16136595606803894]","[0.0, 1.0]"
"[-1.7761515378952026, -1.411974310874939, -0.13789796829223633, -0.17229798436164856]","[1.0, 0.0]"
"[-1.8043910264968872, -1.6048808097839355, -0.14134392142295837, 0.07390133291482925]","[0.0, 1.0]"
"[-1.8364886045455933, -1.4080452919006348, -0.139865905046463, -0.2598245143890381]","[1.0, 0.0]"
"[-1.8646495342254639, -1.6009223461151123, -0.1450623869895935, -0.014320866204798222]","[0.0, 1.0]"
"[-1.8966679573059082, -1.4040501117706299, -0.14534880220890045, -0.34902653098106384]","[1.0, 0.0]"
"[-1.9247490167617798, -1.5968379974365234, -0.15232934057712555, -0.10547611862421036]","[1.0, 0.0]"
"[-1.9566857814788818, -1.789486050605774, -0.15443886816501617, 0.13553790748119354]","[0.0, 1.0]"
"[-1.9924755096435547, -1.5925281047821045, -0.15172810852527618, -0.20160755515098572]","[1.0, 0.0]"
"[-2.0243260860443115, -1.7851911783218384, -0.155760258436203, 0.039629872888326645]","[0.0, 1.0]"
"[-2.0600297451019287, -1.5882184505462646, -0.15496765077114105, -0.2978609502315521]","[1.0, 0.0]"
"[-2.09179425239563, -1.780830979347229, -0.16092488169670105, -0.057782791554927826]","[1.0, 0.0]"
"[-2.127410888671875, -1.9733235836029053, -0.1620805263519287, 0.18011748790740967]","[0.0, 1.0]"
"[-2.166877269744873, -1.77629816532135, -0.15847818553447723, -0.1589905172586441]","[1.0, 0.0]"
"[-2.2024033069610596, -1.9688382148742676, -0.16165798902511597, 0.07980252057313919]","[0.0, 1.0]"
"[-2.2417800426483154, -1.7718124389648438, -0.16006194055080414, -0.2592034339904785]","[1.0, 0.0]"
"[-2.2772161960601807, -1.9643305540084839, -0.16524600982666016, -0.02097521536052227]","[0.0, 1.0]"
"[-2.316502809524536, -1.767271876335144, -0.16566552221775055, -0.3608982563018799]","[1.0, 0.0]"
"[-2.3518483638763428, -1.9596991539001465, -0.17288348078727722, -0.12469223886728287]","[1.0, 0.0]"
"[-2.3910422325134277, -2.151977062225342, -0.17537732422351837, 0.10885025560855865]","[0.0, 1.0]"
"[-0.026822667568922043, 0.018276272341609, -0.041716236621141434, -0.005639397073537111]","[1.0, 0.0]"
"[-0.02645714208483696, -0.17622335255146027, -0.04182902351021767, 0.2735952138900757]","[0.0, 1.0]"
"[-0.02998160757124424, 0.019469697028398514, -0.03635711967945099, -0.031981758773326874]","[1.0, 0.0]"
"[-0.02959221415221691, -0.1751125305891037, -0.0369967557489872, 0.2490120530128479]","[0.0, 1.0]"
"[-0.03309446573257446, 0.020517710596323013, -0.032016512006521225, -0.05510706081986427]","[1.0, 0.0]"
"[-0.03268411010503769, -0.1741308867931366, -0.033118654042482376, 0.22730496525764465]","[0.0, 1.0]"
"[-0.0361667275428772, 0.021448321640491486, -0.028572555631399155, -0.07563808560371399]","[1.0, 0.0]"
"[-0.03573776036500931, -0.17325261235237122, -0.03008531779050827, 0.2078949213027954]","[0.0, 1.0]"
"[-0.03920281305909157, 0.02228633128106594, -0.02592741884291172, -0.09412451088428497]","[1.0, 0.0]"
"[-0.0387570895254612, -0.1724545955657959, -0.027809908613562584, 0.19026689231395721]","[0.0, 1.0]"
"[-0.04220617935061455, 0.023053940385580063, -0.02400457113981247, -0.1110575720667839]","[1.0, 0.0]"
