observation,action
"[0.9948907494544983, 0.10095735639333725, 3.055954778119485e-07]",[-0.50478715]
"[0.9948907494544983, 0.10095737129449844, 3.5560091760089563e-07]",[-0.50478643]
"[0.9948907494544983, 0.10095738619565964, 2.668814147455123e-07]",[-0.50478745]
"[0.9948907494544983, 0.10095738619565964, 1.1659327014967857e-07]",[-0.5047879]
"[0.9948907494544983, 0.10095740109682083, 1.9417244345731888e-07]",[-0.50478643]
"[0.9948907494544983, 0.10095741599798203, 3.147586653540202e-07]",[-0.5047862]
"[0.9948907494544983, 0.10095741599798203, 4.475669612702404e-08]",[-0.5047889]
"[0.9948907494544983, 0.10095742344856262, 1.6087447818335932e-07]",[-0.5047863]
"[0.9948907494544983, 0.10095743089914322, 1.7570586408055533e-07]",[-0.504787]
"[0.9948907494544983, 0.10095743834972382, 7.192280548906638e-08]",[-0.50478786]
"[0.9948907494544983, 0.10095743834972382, -4.705832168383495e-08]",[-0.504788]
"[0.9948907494544983, 0.10095743089914322, -4.262536634769276e-08]",[-0.50478715]
"[0.9948907494544983, 0.10095743834972382, 1.2114983860556094e-07]",[-0.5047861]
"[0.9948907494544983, 0.10095744580030441, 2.0003800216272793e-07]",[-0.5047867]
"[0.9948907494544983, 0.10095745325088501, 8.969391984692265e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, 8.998453893127589e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, -1.365602475544847e-08]",[-0.504788]
"[0.9948907494544983, 0.10095745325088501, -6.416188824687197e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, 7.963379289321892e-08]",[-0.5047863]
"[0.9948907494544983, 0.1009574607014656, -2.3939021431829133e-08]",[-0.504788]
"[0.9948907494544983, 0.10095745325088501, -3.8997995943645947e-08]",[-0.5047874]
"[0.9948907494544983, 0.10095744580030441, -1.2703749519005214e-07]",[-0.50478786]
"[0.9948907494544983, 0.10095744580030441, -1.3040958890542242e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095743834972382, -1.3864706716049113e-07]",[-0.50478727]
"[0.9948907494544983, 0.10095742344856262, -1.6993863027892075e-07]",[-0.5047874]
"[0.9948907494544983, 0.10095742344856262, -6.451919176697629e-08]",[-0.50478643]
"[0.9948907494544983, 0.10095742344856262, 5.6374531709479925e-08]",[-0.5047863]
"[0.9948907494544983, 0.10095743089914322, 1.8438962356981392e-08]",[-0.5047874]
"[0.9948907494544983, 0.10095743089914322, 1.0636107106165582e-07]",[-0.50478655]
"[0.9948907494544983, 0.10095743834972382, 1.8036995186321292e-07]",[-0.5047867]
"[0.9948907494544983, 0.10095744580030441, 8.229421410987925e-08]",[-0.50478786]
"[0.9948907494544983, 0.10095745325088501, 1.1245849407259811e-07]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -1.4114120538977204e-08]",[-0.5047881]
"[0.9948907494544983, 0.10095745325088501, -1.604355581719119e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -1.8571549631474227e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 1.3970367973570319e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.703349887336117e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.60885836162106e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, 4.686316401603108e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 4.938613074045861e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 5.37516164911267e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.012248832121259e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 1.5092258109916656e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.426927458998307e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -1.4110493884444963e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574607014656, -6.29068068747074e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 1.5935277986045548e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574756026268, 1.2048308128953522e-08]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -1.1692527124296248e-07]",[-0.5047882]
"[0.9948907494544983, 0.1009574607014656, -7.144721081431271e-08]",[-0.504787]
"[0.9948907494544983, 0.1009574681520462, 1.50179204183587e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 1.899298274210537e-09]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.6902777600953414e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.098613170024691e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 2.021778833238841e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574756026268, 3.38479217987242e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -1.6583585704665893e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -6.772300764623651e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, 1.5303295697322028e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 3.989061969633667e-09]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.549903292489944e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.175622502269107e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 2.03829699785274e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574756026268, 3.341434862136339e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, -1.6688434811840125e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -6.942556041167336e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, 1.5061283420436666e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 7.610868046903363e-10]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.965529936702296e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.6516611834922514e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.3864520198580976e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.5373873668854685e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 2.067100268732247e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, -5.6925340885527476e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.077235781276613e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.9804838657933033e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574756026268, 3.3220384665355596e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -1.6670139757479774e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -6.885884573648582e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, 1.5158444455209974e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 2.1738499889067953e-09]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.774867872787581e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.898821697769563e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.699332763394068e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.9276613133788487e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.889374404295268e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, -5.100362088228394e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, -3.5111160645584505e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574681520462, -6.34379659913975e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574756026268, 1.603707033837054e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574756026268, -2.1109492820414744e-08]",[-0.5047886]
"[0.9948907494544983, 0.1009574681520462, -1.318516780202117e-07]",[-0.5047881]
"[0.9948907494544983, 0.1009574607014656, -3.293632389045342e-08]",[-0.5047867]
"[0.7143245339393616, -0.6998146176338196, 0.21102455258369446]",[4.4055076]
"[0.7138401865959167, -0.700308620929718, -0.013836399652063847]",[5.215198]
"[0.7054183483123779, -0.708791196346283, -0.23906786739826202]",[6.041788]
"[0.688544511795044, -0.7251940369606018, -0.4706612527370453]",[7.2912164]
"[0.6622010469436646, -0.749326229095459, -0.7145568132400513]",[8.584923]
"[0.6248385310173035, -0.7807539701461792, -0.9765514731407166]",[9.544521]
"[0.5743573307991028, -0.8186047077178955, -1.2621170282363892]",[10.697891]
"[0.5081326961517334, -0.861278772354126, -1.5760705471038818]",[11.199016]
"[0.42314526438713074, -0.9060618877410889, -1.9220296144485474]",[8.06478]
"[0.316307932138443, -0.9486565589904785, -2.3015758991241455]",[3.4227507]
"[0.1832745373249054, -0.9830617904663086, -2.7503738403320312]",[1.7512976]
"[-0.00042653040145523846, -0.9999998807907104, -3.6948580741882324]",[-1.3812538]
"[-0.23543821275234222, -0.971889317035675, -4.744858264923096]",[-6.3527713]
"[-0.5023878216743469, -0.8646423816680908, -5.773775100708008]",[-10.301545]
"[-0.7594524621963501, -0.6505628228187561, -6.722256660461426]",[-9.103946]
"[-0.9451259970664978, -0.3267061114311218, -7.510179042816162]",[-4.945828]
"[-0.9977440237998962, 0.06713312864303589, -8.0]",[-2.9903617]
"[-0.8928402066230774, 0.4503735303878784, -8.0]",[-0.71613926]
"[-0.668200671672821, 0.7439810633659363, -7.436500072479248]",[1.5047985]
"[-0.3920527696609497, 0.9199427366256714, -6.578514099121094]",[3.2570205]
"[-0.12312088906764984, 0.9923917055130005, -5.588557243347168]",[3.5589309]
"[0.1035928949713707, 0.9946197867393494, -4.5442633628845215]",[2.1657758]
"[0.300383061170578, 0.953818678855896, -4.026302814483643]",[-1.520029]
"[0.4604823589324951, 0.8876688480377197, -3.468885660171509]",[-1.0529784]
"[0.5896989107131958, 0.8076231479644775, -3.042949676513672]",[-1.5987705]
"[0.6933062076568604, 0.7206431031227112, -2.70761775970459]",[-1.8025693]
"[0.7760348320007324, 0.6306900978088379, -2.445746421813965]",[-1.8574063]
"[0.8391316533088684, 0.5439283847808838, -2.146611452102661]",[-1.1592175]
"[0.8842158317565918, 0.4670785069465637, -1.7825547456741333]",[-0.29259795]
"[0.914994478225708, 0.4034663438796997, -1.413635015487671]",[0.12407214]
"[0.9360923767089844, 0.35175418853759766, -1.1171534061431885]",[-0.04078703]
"[0.9509462714195251, 0.3093561828136444, -0.8985695242881775]",[-0.3015452]
"[0.962016761302948, 0.27299028635025024, -0.7603179216384888]",[-0.6251038]
"[0.9708258509635925, 0.23978567123413086, -0.6870988011360168]",[-0.87682396]
"[0.977921187877655, 0.20897412300109863, -0.6323854923248291]",[-0.8341728]
"[0.9831774234771729, 0.1826530247926712, -0.5368321537971497]",[-0.40784842]
"[0.9867309331893921, 0.1623639613389969, -0.4119652509689331]",[-0.08081924]
"[0.9890076518058777, 0.1478642225265503, -0.29355061054229736]",[-0.02238887]
"[0.9904263615608215, 0.13804222643375397, -0.19847926497459412]",[-0.10551213]
"[0.9914356470108032, 0.1305960863828659, -0.15028508007526398]",[-0.36891657]
"[0.9921978116035461, 0.12467356026172638, -0.11942736804485321]",[-0.4472623]
"[0.9927809238433838, 0.11994192004203796, -0.09534888714551926]",[-0.4628446]
"[0.9932308793067932, 0.1161566972732544, -0.0762375146150589]",[-0.47230047]
"[0.9935804605484009, 0.11312779784202576, -0.06098004803061485]",[-0.47906703]
"[0.9938534498214722, 0.11070355772972107, -0.04879140481352806]",[-0.48438138]
"[0.9940677285194397, 0.10876287519931793, -0.039049457758665085]",[-0.48857147]
"[0.9942365288734436, 0.10720905661582947, -0.031259115785360336]",[-0.49187875]
"[0.9943698644638062, 0.10596485435962677, -0.025026559829711914]",[-0.49449492]
"[0.9944755434989929, 0.10496845096349716, -0.020039871335029602]",[-0.4965797]
"[0.9945594668388367, 0.10417042672634125, -0.016048485413193703]",[-0.49823302]
"[0.9946262240409851, 0.10353125631809235, -0.012852974236011505]",[-0.49954873]
"[0.99467933177948, 0.10301929712295532, -0.010294128209352493]",[-0.5005973]
"[0.9947217702865601, 0.10260918736457825, -0.008245902135968208]",[-0.50144166]
"[0.9947555661201477, 0.10228068381547928, -0.0066049122251570225]",[-0.502106]
"[0.9947826266288757, 0.10201751440763474, -0.0052910191006958485]",[-0.5026441]
"[0.9948042035102844, 0.10180670022964478, -0.004238382913172245]",[-0.50307]
"[0.9948214888572693, 0.10163780301809311, -0.003395508974790573]",[-0.50341433]
"[0.9948352575302124, 0.10150250047445297, -0.00272006681188941]",[-0.5036861]
"[0.9948463439941406, 0.10139410942792892, -0.002179072704166174]",[-0.5039059]
"[0.9948551654815674, 0.10130728036165237, -0.001745693851262331]",[-0.50408137]
"[0.9948622584342957, 0.1012376993894577, -0.0013986756093800068]",[-0.5042229]
"[0.9948679208755493, 0.10118197649717331, -0.001120315631851554]",[-0.5043328]
"[0.9948724508285522, 0.10113731026649475, -0.0008978513069450855]",[-0.5044268]
"[0.9948760867118835, 0.10110154002904892, -0.0007190581527538598]",[-0.5044946]
"[0.9948790073394775, 0.10107288509607315, -0.0005761305219493806]",[-0.50455487]
"[0.9948813319206238, 0.10104992240667343, -0.00046153675066307187]",[-0.50460047]
"[0.9948832392692566, 0.10103153437376022, -0.0003697231295518577]",[-0.50463754]
"[0.994884729385376, 0.1010168120265007, -0.0002960304555017501]",[-0.5046664]
"[0.9948859214782715, 0.10100501030683517, -0.0002372087474213913]",[-0.5046919]
"[0.9948868751525879, 0.10099554061889648, -0.0001903124648379162]",[-0.5047124]
"[0.99488765001297, 0.10098794847726822, -0.00015262642409652472]",[-0.50472647]
"[0.9948882460594177, 0.10098187625408173, -0.00012206511019030586]",[-0.504736]
"[0.9948887825012207, 0.10097702592611313, -9.747046715347096e-05]",[-0.5047454]
"[0.9948891401290894, 0.10097312927246094, -7.835407450329512e-05]",[-0.5047577]
"[0.994889497756958, 0.10096999257802963, -6.303712871158496e-05]",[-0.50476354]
"[0.9948897361755371, 0.10096750408411026, -5.008987136534415e-05]",[-0.50476366]
"[0.9948899149894714, 0.10096550732851028, -4.015579543192871e-05]",[-0.5047713]
"[0.9948900938034058, 0.10096389800310135, -3.2381478376919404e-05]",[-0.5047757]
"[0.9948902130126953, 0.10096261650323868, -2.5779499992495403e-05]",[-0.50477546]
"[0.9948903322219849, 0.1009615883231163, -2.067575405817479e-05]",[-0.50477904]
"[0.9948903918266296, 0.10096075385808945, -1.671889731369447e-05]",[-0.50478154]
"[0.9948904514312744, 0.10096009075641632, -1.3385794773057569e-05]",[-0.50478154]
"[0.9948905110359192, 0.10095955431461334, -1.0766671039164066e-05]",[-0.504783]
"[0.994890570640564, 0.10095912963151932, -8.513472494087182e-06]",[-0.50478274]
"[0.9948906302452087, 0.10095879435539246, -6.70306781103136e-06]",[-0.5047836]
"[0.9948906302452087, 0.10095852613449097, -5.41990493729827e-06]",[-0.5047854]
"[0.9948906302452087, 0.10095828771591187, -4.6965783440100495e-06]",[-0.5047878]
"[0.9948906898498535, 0.10095811635255814, -3.558387334123836e-06]",[-0.50478387]
"[0.9948906898498535, 0.10095798969268799, -2.5529541289870394e-06]",[-0.50478387]
"[0.9948906898498535, 0.10095788538455963, -2.0808615772693884e-06]",[-0.5047868]
"[0.9948906898498535, 0.10095779597759247, -1.748987756400311e-06]",[-0.5047872]
"[0.9948906898498535, 0.1009577214717865, -1.446602936994168e-06]",[-0.50478697]
"[0.9948907494544983, 0.10095765441656113, -1.421705974280485e-06]",[-0.50478846]
"[0.9948907494544983, 0.10095760971307755, -9.581123094903887e-07]",[-0.5047852]
"[0.9948907494544983, 0.10095757246017456, -7.359003575402312e-07]",[-0.50478655]
"[0.9948907494544983, 0.10095754265785217, -5.590250111708883e-07]",[-0.5047867]
"[0.9948907494544983, 0.10095752030611038, -3.6724321716974373e-07]",[-0.50478643]
"[0.9948907494544983, 0.10095752030611038, -1.4445919305217103e-07]",[-0.50478613]
"[0.9948907494544983, 0.10095749795436859, -3.1151466828305274e-07]",[-0.5047887]
"[0.9948907494544983, 0.10095749795436859, -1.3256439501674322e-07]",[-0.5047863]
"[0.9948907494544983, 0.1009574830532074, -2.983063609462988e-07]",[-0.5047886]
"[0.9948907494544983, 0.1009574830532074, 3.4442052765371045e-08]",[-0.5047852]
"[0.9948907494544983, 0.1009574756026268, -1.5902566019576625e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574681520462, -5.444268325049961e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, -5.535052860494716e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574681520462, -6.412228970020806e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574756026268, 1.610004716212643e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574756026268, -1.9142147422712696e-08]",[-0.5047886]
"[0.9948907494544983, 0.1009574681520462, -1.2847335995047615e-07]",[-0.5047881]
"[0.9948907494544983, 0.1009574681520462, -2.8020977538290026e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574607014656, -7.166516269307976e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 1.502378381701419e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574681520462, 2.2367081520258125e-09]",[-0.50478834]
"[0.9948907494544983, 0.1009574681520462, -5.6274004123224586e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 6.192972534790897e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574756026268, 2.1511409542540605e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.7903688842579868e-07]",[-0.5047887]
"[0.9948907494544983, 0.1009574607014656, -1.0016247387056865e-07]",[-0.5047868]
"[0.9948907494544983, 0.10095745325088501, -6.07877481684227e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.3680913230350598e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.3220362521669813e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.3626128609066654e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.4913346052812813e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.7130042212775152e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 5.403870240172637e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 3.8139393865321836e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 7.229783705042792e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 1.9746625667949047e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, 5.733910057870162e-08]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, 6.13080146649736e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 6.756423687193092e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, -3.094718792340245e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574607014656, -4.120623842140958e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574607014656, 6.415525888314733e-10]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -4.689368893195933e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -6.771489591272939e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -5.630889177155041e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095745325088501, -1.8540122326271558e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -1.7225842086077137e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -1.6554229986809332e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -1.6500228738891565e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -1.7061825730024793e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -1.8259971312772905e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.0139369283356245e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.2770132446225944e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 9.512372223241528e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.214976812022542e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 4.0596919603785864e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 7.632146292735342e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.815771082964602e-08]",[-0.504788]
"[0.9948907494544983, 0.10095745325088501, -2.6399042951652518e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.5625281452335003e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.580755698033954e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.6952671206004197e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.9103345511316547e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 3.4229663548046574e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 3.6076983178645605e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 7.007697888639086e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 1.7284461861777345e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, 5.4543768612802523e-08]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, 5.807523351109012e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574607014656, 6.377339190066778e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, 3.608804277632771e-08]",[-0.5047875]
"[0.9948907494544983, 0.1009574681520462, 6.339326574789084e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, -3.210616839055547e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574681520462, -3.939646475714653e-08]",[-0.5047874]
"[0.9948907494544983, 0.1009574681520462, 5.487601484333027e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.671196134926504e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.7786579077401257e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.3508503649006798e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574681520462, 2.337858795442571e-08]",[-0.50478727]
"[0.9948907494544983, 0.1009574681520462, -1.641896840709478e-09]",[-0.5047875]
"[0.9948907494544983, 0.1009574607014656, -6.248642847594965e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.31517123647518e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 8.136589002560868e-08]",[-0.50478715]
"[0.9948907494544983, 0.1009574681520462, -1.2554060901948105e-08]",[-0.504788]
"[0.9948907494544983, 0.1009574681520462, -7.117959199831603e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574756026268, 1.5364156524810824e-07]",[-0.50478584]
"[0.9948907494544983, 0.1009574756026268, -2.7077190267732476e-08]",[-0.5047886]
"[0.9948907494544983, 0.1009574681520462, -1.3728057979278674e-07]",[-0.5047881]
"[0.9948907494544983, 0.1009574681520462, -3.8028979076898395e-08]",[-0.5047867]
"[0.9948907494544983, 0.1009574681520462, 6.159647902848064e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.6710280915694966e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574681520462, 5.7117954810337324e-08]",[-0.50478655]
"[0.9948907494544983, 0.1009574681520462, 1.214463196674842e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -5.0256989680974584e-08]",[-0.50478774]
"[0.9948907494544983, 0.1009574607014656, -7.245258615284911e-09]",[-0.504787]
"[0.9948907494544983, 0.1009574607014656, -5.391080293293271e-08]",[-0.5047876]
"[0.9948907494544983, 0.1009574607014656, -1.3180707192361751e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -6.234932925508474e-08]",[-0.5047876]
"[0.9948907494544983, 0.10095745325088501, -2.4437138534949554e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, -2.3199444143529036e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.2827284951176807e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.3306776952836117e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095745325088501, -2.4655806285522885e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, -2.692470246756784e-08]",[-0.50478727]
"[0.9948907494544983, 0.10095744580030441, 5.564668725810407e-09]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 3.826164984843672e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 7.238610777449139e-08]",[-0.504787]
"[0.9948907494544983, 0.10095745325088501, 1.9804215156682403e-08]",[-0.5047876]
"[0.4999416172504425, 0.8660591244697571, 1.090188980102539]",[-1.6657356]
"[0.42321234941482544, 0.906030535697937, 1.7308690547943115]",[-0.05909484]
"[0.2979356646537781, 0.9545859694480896, 2.6891708374023438]",[1.8585263]
"[0.11700523644685745, 0.9931312799453735, 3.7051103115081787]",[3.374773]
"[-0.11993466317653656, 0.9927817583084106, 4.7499589920043945]",[4.2817426]
"[-0.3985646963119507, 0.9171402454376221, 5.7945451736450195]",[5.0495825]
"[-0.6809589862823486, 0.732321560382843, 6.782400131225586]",[5.6849523]
"[-0.9046908020973206, 0.4260687530040741, 7.631641387939453]",[6.063764]
"[-0.9991943836212158, 0.040132127702236176, 8.0]",[5.4522557]
"[-0.9359471797943115, -0.35214048624038696, 8.0]",[3.949945]
"[-0.725007176399231, -0.6887413263320923, 7.997888088226318]",[1.7466227]
"[-0.4286341965198517, -0.9034781455993652, 7.361286163330078]",[-0.80030483]
"[-0.11541824787855148, -0.9933170080184937, 6.546089172363281]",[-0.9172568]
"[0.18032751977443695, -0.9836066365242004, 5.9399094581604]",[0.92538553]
"[0.43513497710227966, -0.9003652334213257, 5.37737512588501]",[1.1678063]
"[0.6319097876548767, -0.775041937828064, 4.6765336990356445]",[-0.1704511]
"[0.7685770392417908, -0.6397572159767151, 3.851982593536377]",[-1.6217972]
"[0.8574133515357971, -0.5146282911300659, 3.07216477394104]",[-2.4352372]
"[0.9125726222991943, -0.4089146554470062, 2.3861935138702393]",[-2.3784916]
"[0.947719156742096, -0.31910568475723267, 1.929574728012085]",[-0.9995517]
"[0.9698540568351746, -0.24368654191493988, 1.572409987449646]",[-0.7855703]
"[0.983596682548523, -0.18038161098957062, 1.2958152294158936]",[-0.62553257]
"[0.9918574690818787, -0.12735290825366974, 1.0734943151474]",[-0.5802309]
"[0.9965350031852722, -0.08317459374666214, 0.8885781764984131]",[-0.5960097]
"[0.9989139437675476, -0.046592775732278824, 0.7332228422164917]",[-0.61982936]
"[0.999864399433136, -0.016468120738863945, 0.6028156876564026]",[-0.6364173]
"[0.9999661445617676, 0.008225323632359505, 0.4938856363296509]",[-0.64385957]
"[0.9995968341827393, 0.028392843902111053, 0.4034248888492584]",[-0.64419836]
"[0.9989951848983765, 0.044817302376031876, 0.32871314883232117]",[-0.6400425]
"[0.9983227849006653, 0.05789317563176155, 0.26186496019363403]",[-0.6697411]
"[0.9977612495422363, 0.06687703728675842, 0.18002843856811523]",[-0.83504266]
"[0.9973430037498474, 0.0728488489985466, 0.11972904205322266]",[-0.7363812]
"[0.9969440698623657, 0.07811890542507172, 0.10570281744003296]",[-0.4577524]
"[0.9965927600860596, 0.08247959613800049, 0.0874963328242302]",[-0.5119711]
"[0.9962835311889648, 0.08613467961549759, 0.07336297631263733]",[-0.50662035]
"[0.9960249066352844, 0.0890749990940094, 0.05903339385986328]",[-0.52620393]
"[0.9958112239837646, 0.09143316745758057, 0.04735666513442993]",[-0.5232199]
"[0.9956358075141907, 0.09332407265901566, 0.037980396300554276]",[-0.5196743]
